scenario,dest,year,edu,nativity,pop
rise-of-the-east,IRL,2045,2,native,26186
rise-of-the-east,IRL,2045,2,non-eu,58186
rise-of-the-east,IRL,2045,3,eu,16569
rise-of-the-east,IRL,2045,3,native,220867
rise-of-the-east,IRL,2045,3,non-eu,103652
rise-of-the-east,IRL,2045,4,eu,60665
rise-of-the-east,IRL,2045,4,native,522144
rise-of-the-east,IRL,2045,4,non-eu,137348
rise-of-the-east,IRL,2045,5,eu,191549
rise-of-the-east,IRL,2045,5,native,1326522
rise-of-the-east,IRL,2045,5,non-eu,307871
rise-of-the-east,IRL,2045,6,eu,275519
rise-of-the-east,IRL,2045,6,native,2795743
rise-of-the-east,IRL,2045,6,non-eu,307898
rise-of-the-east,IRL,2050,1,eu,974
rise-of-the-east,IRL,2050,1,native,7698
rise-of-the-east,IRL,2050,1,non-eu,104937
rise-of-the-east,IRL,2050,2,eu,2761
rise-of-the-east,IRL,2050,2,native,22669
rise-of-the-east,IRL,2050,2,non-eu,69151
rise-of-the-east,IRL,2050,3,eu,13850
rise-of-the-east,IRL,2050,3,native,192938
rise-of-the-east,IRL,2050,3,non-eu,119441
rise-of-the-east,IRL,2050,4,eu,52582
rise-of-the-east,IRL,2050,4,native,483592
rise-of-the-east,IRL,2050,4,non-eu,158094
rise-of-the-east,IRL,2050,5,eu,181624
rise-of-the-east,IRL,2050,5,native,1334062
rise-of-the-east,IRL,2050,5,non-eu,376087
rise-of-the-east,IRL,2050,6,eu,276163
rise-of-the-east,IRL,2050,6,native,3063749
rise-of-the-east,IRL,2050,6,non-eu,390658
rise-of-the-east,ITA,2020,1,eu,86579
rise-of-the-east,ITA,2020,1,native,5357165
rise-of-the-east,ITA,2020,1,non-eu,478434
rise-of-the-east,ITA,2020,2,eu,22141
rise-of-the-east,ITA,2020,2,native,1816198
rise-of-the-east,ITA,2020,2,non-eu,129144
rise-of-the-east,ITA,2020,3,eu,107299
rise-of-the-east,ITA,2020,3,native,7918045
rise-of-the-east,ITA,2020,3,non-eu,283382
rise-of-the-east,ITA,2020,4,eu,357923
rise-of-the-east,ITA,2020,4,native,13816872
rise-of-the-east,ITA,2020,4,non-eu,914217
rise-of-the-east,ITA,2020,5,eu,647891
rise-of-the-east,ITA,2020,5,native,16949202
rise-of-the-east,ITA,2020,5,non-eu,1399124
rise-of-the-east,ITA,2020,6,eu,551182
rise-of-the-east,ITA,2020,6,native,8392325
rise-of-the-east,ITA,2020,6,non-eu,1101976
rise-of-the-east,ITA,2025,1,eu,50425
rise-of-the-east,ITA,2025,1,native,2601960
rise-of-the-east,ITA,2025,1,non-eu,537712
rise-of-the-east,ITA,2025,2,eu,20016
rise-of-the-east,ITA,2025,2,native,1367000
rise-of-the-east,ITA,2025,2,non-eu,169359
rise-of-the-east,ITA,2025,3,eu,97881
rise-of-the-east,ITA,2025,3,native,6450384
rise-of-the-east,ITA,2025,3,non-eu,354568
rise-of-the-east,ITA,2025,4,eu,346596
rise-of-the-east,ITA,2025,4,native,13836600
rise-of-the-east,ITA,2025,4,non-eu,986856
rise-of-the-east,ITA,2025,5,eu,702823
rise-of-the-east,ITA,2025,5,native,19351430
rise-of-the-east,ITA,2025,5,non-eu,1678300
rise-of-the-east,ITA,2025,6,eu,555091
rise-of-the-east,ITA,2025,6,native,9655571
rise-of-the-east,ITA,2025,6,non-eu,1159953
rise-of-the-east,ITA,2030,1,eu,11717
rise-of-the-east,ITA,2030,1,native,28719
rise-of-the-east,ITA,2030,1,non-eu,466899
rise-of-the-east,ITA,2030,2,eu,17639
rise-of-the-east,ITA,2030,2,native,1001487
rise-of-the-east,ITA,2030,2,non-eu,215424
rise-of-the-east,ITA,2030,3,eu,85548
rise-of-the-east,ITA,2030,3,native,5067888
rise-of-the-east,ITA,2030,3,non-eu,436261
rise-of-the-east,ITA,2030,4,eu,327538
rise-of-the-east,ITA,2030,4,native,13390839
rise-of-the-east,ITA,2030,4,non-eu,1106533
rise-of-the-east,ITA,2030,5,eu,731173
rise-of-the-east,ITA,2030,5,native,21410954
rise-of-the-east,ITA,2030,5,non-eu,2025486
rise-of-the-east,ITA,2030,6,eu,568895
rise-of-the-east,ITA,2030,6,native,11278958
rise-of-the-east,ITA,2030,6,non-eu,1294537
rise-of-the-east,ITA,2035,1,eu,1988
rise-of-the-east,ITA,2035,1,native,31297
rise-of-the-east,ITA,2035,1,non-eu,473737
rise-of-the-east,ITA,2035,2,eu,14963
rise-of-the-east,ITA,2035,2,native,706038
rise-of-the-east,ITA,2035,2,non-eu,253537
rise-of-the-east,ITA,2035,3,eu,71689
rise-of-the-east,ITA,2035,3,native,3786686
rise-of-the-east,ITA,2035,3,non-eu,487407
rise-of-the-east,ITA,2035,4,eu,298897
rise-of-the-east,ITA,2035,4,native,12295101
rise-of-the-east,ITA,2035,4,non-eu,1180745
rise-of-the-east,ITA,2035,5,eu,728416
rise-of-the-east,ITA,2035,5,native,22090566
rise-of-the-east,ITA,2035,5,non-eu,2356875
rise-of-the-east,ITA,2035,6,eu,567485
rise-of-the-east,ITA,2035,6,native,12206187
rise-of-the-east,ITA,2035,6,non-eu,1453799
rise-of-the-east,ITA,2040,1,eu,2347
rise-of-the-east,ITA,2040,1,native,30307
rise-of-the-east,ITA,2040,1,non-eu,513754
rise-of-the-east,ITA,2040,2,eu,12570
rise-of-the-east,ITA,2040,2,native,504977
rise-of-the-east,ITA,2040,2,non-eu,281046
rise-of-the-east,ITA,2040,3,eu,58512
rise-of-the-east,ITA,2040,3,native,2712198
rise-of-the-east,ITA,2040,3,non-eu,511802
rise-of-the-east,ITA,2040,4,eu,266438
rise-of-the-east,ITA,2040,4,native,11105641
rise-of-the-east,ITA,2040,4,non-eu,1186123
rise-of-the-east,ITA,2040,5,eu,711918
rise-of-the-east,ITA,2040,5,native,22521420
rise-of-the-east,ITA,2040,5,non-eu,2641409
rise-of-the-east,ITA,2040,6,eu,560941
rise-of-the-east,ITA,2040,6,native,13222549
rise-of-the-east,ITA,2040,6,non-eu,1636571
rise-of-the-east,ITA,2045,1,eu,2531
rise-of-the-east,ITA,2045,1,native,28400
rise-of-the-east,ITA,2045,1,non-eu,527726
rise-of-the-east,ITA,2045,2,eu,10619
rise-of-the-east,ITA,2045,2,native,371592
rise-of-the-east,ITA,2045,2,non-eu,300320
rise-of-the-east,ITA,2045,3,eu,46932
rise-of-the-east,ITA,2045,3,native,1862506
rise-of-the-east,ITA,2045,3,non-eu,522627
rise-of-the-east,ITA,2045,4,eu,231968
rise-of-the-east,ITA,2045,4,native,9975262
rise-of-the-east,ITA,2045,4,non-eu,1171245
rise-of-the-east,ITA,2045,5,eu,683584
rise-of-the-east,ITA,2045,5,native,22590367
rise-of-the-east,ITA,2045,5,non-eu,2866221
rise-of-the-east,ITA,2045,6,eu,553893
rise-of-the-east,ITA,2045,6,native,14269964
rise-of-the-east,ITA,2045,6,non-eu,1838513
rise-of-the-east,ITA,2050,1,eu,2742
rise-of-the-east,ITA,2050,1,native,26610
rise-of-the-east,ITA,2050,1,non-eu,523339
rise-of-the-east,ITA,2050,2,eu,8833
rise-of-the-east,ITA,2050,2,native,280374
rise-of-the-east,ITA,2050,2,non-eu,312505
rise-of-the-east,ITA,2050,3,eu,37108
rise-of-the-east,ITA,2050,3,native,1237969
rise-of-the-east,ITA,2050,3,non-eu,520786
rise-of-the-east,ITA,2050,4,eu,199005
rise-of-the-east,ITA,2050,4,native,8867739
rise-of-the-east,ITA,2050,4,non-eu,1139273
rise-of-the-east,ITA,2050,5,eu,644083
rise-of-the-east,ITA,2050,5,native,22423664
rise-of-the-east,ITA,2050,5,non-eu,3036460
rise-of-the-east,ITA,2050,6,eu,543723
rise-of-the-east,ITA,2050,6,native,15228299
rise-of-the-east,ITA,2050,6,non-eu,2038368
rise-of-the-east,LTU,2020,1,eu,7084
rise-of-the-east,LTU,2020,1,native,273276
rise-of-the-east,LTU,2020,1,non-eu,12308
rise-of-the-east,LTU,2020,2,eu,860
rise-of-the-east,LTU,2020,2,native,16738
rise-of-the-east,LTU,2020,2,non-eu,7038
rise-of-the-east,LTU,2020,3,eu,1740
rise-of-the-east,LTU,2020,3,native,138992
rise-of-the-east,LTU,2020,3,non-eu,13486
rise-of-the-east,LTU,2020,4,eu,3106
rise-of-the-east,LTU,2020,4,native,306515
rise-of-the-east,LTU,2020,4,non-eu,24295
rise-of-the-east,LTU,2020,5,eu,4439
rise-of-the-east,LTU,2020,5,native,712549
rise-of-the-east,LTU,2020,5,non-eu,47502
rise-of-the-east,LTU,2020,6,eu,4322
rise-of-the-east,LTU,2020,6,native,1253820
rise-of-the-east,LTU,2020,6,non-eu,33051
rise-of-the-east,LTU,2025,1,eu,5783
rise-of-the-east,LTU,2025,1,native,137191
rise-of-the-east,LTU,2025,1,non-eu,13395
rise-of-the-east,LTU,2025,2,eu,1178
rise-of-the-east,LTU,2025,2,native,13490
rise-of-the-east,LTU,2025,2,non-eu,7835
rise-of-the-east,LTU,2025,3,eu,1973
rise-of-the-east,LTU,2025,3,native,123427
rise-of-the-east,LTU,2025,3,non-eu,12894
rise-of-the-east,LTU,2025,4,eu,3256
rise-of-the-east,LTU,2025,4,native,276846
rise-of-the-east,LTU,2025,4,non-eu,22844
rise-of-the-east,LTU,2025,5,eu,5417
rise-of-the-east,LTU,2025,5,native,735271
rise-of-the-east,LTU,2025,5,non-eu,54712
rise-of-the-east,LTU,2025,6,eu,5374
rise-of-the-east,LTU,2025,6,native,1347738
rise-of-the-east,LTU,2025,6,non-eu,37710
rise-of-the-east,LTU,2030,1,eu,506
rise-of-the-east,LTU,2030,1,native,2150
rise-of-the-east,LTU,2030,1,non-eu,10064
rise-of-the-east,LTU,2030,2,eu,1154
rise-of-the-east,LTU,2030,2,native,11718
rise-of-the-east,LTU,2030,2,non-eu,8946
rise-of-the-east,LTU,2030,3,eu,3181
rise-of-the-east,LTU,2030,3,native,97472
rise-of-the-east,LTU,2030,3,non-eu,14184
rise-of-the-east,LTU,2030,4,eu,5143
rise-of-the-east,LTU,2030,4,native,261691
rise-of-the-east,LTU,2030,4,non-eu,24031
rise-of-the-east,LTU,2030,5,eu,7112
rise-of-the-east,LTU,2030,5,native,756558
rise-of-the-east,LTU,2030,5,non-eu,64533
rise-of-the-east,LTU,2030,6,eu,6749
rise-of-the-east,LTU,2030,6,native,1437341
rise-of-the-east,LTU,2030,6,non-eu,45106
rise-of-the-east,LTU,2035,1,eu,528
rise-of-the-east,LTU,2035,1,native,2022
rise-of-the-east,LTU,2035,1,non-eu,10452
rise-of-the-east,LTU,2035,2,eu,1187
rise-of-the-east,LTU,2035,2,native,10673
rise-of-the-east,LTU,2035,2,non-eu,10420
rise-of-the-east,LTU,2035,3,eu,1742
rise-of-the-east,LTU,2035,3,native,82622
rise-of-the-east,LTU,2035,3,non-eu,15781
rise-of-the-east,LTU,2035,4,eu,3293
rise-of-the-east,LTU,2035,4,native,236160
rise-of-the-east,LTU,2035,4,non-eu,24820
rise-of-the-east,LTU,2035,5,eu,9076
rise-of-the-east,LTU,2035,5,native,733144
rise-of-the-east,LTU,2035,5,non-eu,73028
rise-of-the-east,LTU,2035,6,eu,8915
rise-of-the-east,LTU,2035,6,native,1435589
rise-of-the-east,LTU,2035,6,non-eu,53511
rise-of-the-east,LTU,2040,1,eu,564
rise-of-the-east,LTU,2040,1,native,2056
rise-of-the-east,LTU,2040,1,non-eu,12068
rise-of-the-east,LTU,2040,2,eu,1120
rise-of-the-east,LTU,2040,2,native,10165
rise-of-the-east,LTU,2040,2,non-eu,11944
rise-of-the-east,LTU,2040,3,eu,1652
rise-of-the-east,LTU,2040,3,native,73842
rise-of-the-east,LTU,2040,3,non-eu,17624
rise-of-the-east,LTU,2040,4,eu,3086
rise-of-the-east,LTU,2040,4,native,213792
rise-of-the-east,LTU,2040,4,non-eu,25689
rise-of-the-east,LTU,2040,5,eu,7819
rise-of-the-east,LTU,2040,5,native,711007
rise-of-the-east,LTU,2040,5,non-eu,79201
rise-of-the-east,LTU,2040,6,eu,11046
rise-of-the-east,LTU,2040,6,native,1426762
rise-of-the-east,LTU,2040,6,non-eu,63254
rise-of-the-east,LTU,2045,1,eu,636
rise-of-the-east,LTU,2045,1,native,2098
rise-of-the-east,LTU,2045,1,non-eu,13347
rise-of-the-east,LTU,2045,2,eu,1161
rise-of-the-east,LTU,2045,2,native,9933
rise-of-the-east,LTU,2045,2,non-eu,13785
rise-of-the-east,LTU,2045,3,eu,1621
rise-of-the-east,LTU,2045,3,native,65790
rise-of-the-east,LTU,2045,3,non-eu,19619
rise-of-the-east,LTU,2045,4,eu,2926
rise-of-the-east,LTU,2045,4,native,192261
rise-of-the-east,LTU,2045,4,non-eu,26703
rise-of-the-east,LTU,2045,5,eu,7928
rise-of-the-east,LTU,2045,5,native,686242
rise-of-the-east,LTU,2045,5,non-eu,84911
rise-of-the-east,LTU,2045,6,eu,11669
rise-of-the-east,LTU,2045,6,native,1425719
rise-of-the-east,LTU,2045,6,non-eu,74246
rise-of-the-east,LTU,2050,1,eu,672
rise-of-the-east,LTU,2050,1,native,2135
rise-of-the-east,LTU,2050,1,non-eu,14508
rise-of-the-east,LTU,2050,2,eu,1103
rise-of-the-east,LTU,2050,2,native,9873
rise-of-the-east,LTU,2050,2,non-eu,15441
rise-of-the-east,LTU,2050,3,eu,1516
rise-of-the-east,LTU,2050,3,native,59707
rise-of-the-east,LTU,2050,3,non-eu,21639
rise-of-the-east,LTU,2050,4,eu,2730
rise-of-the-east,LTU,2050,4,native,173207
rise-of-the-east,LTU,2050,4,non-eu,28209
rise-of-the-east,LTU,2050,5,eu,7926
rise-of-the-east,LTU,2050,5,native,655580
rise-of-the-east,LTU,2050,5,non-eu,90144
rise-of-the-east,LTU,2050,6,eu,12171
rise-of-the-east,LTU,2050,6,native,1430838
rise-of-the-east,LTU,2050,6,non-eu,85955
rise-of-the-east,LUX,2020,1,eu,12728
rise-of-the-east,LUX,2020,1,native,52729
rise-of-the-east,LUX,2020,1,non-eu,12210
rise-of-the-east,LUX,2020,2,eu,3909
rise-of-the-east,LUX,2020,2,native,275
rise-of-the-east,LUX,2020,2,non-eu,6284
rise-of-the-east,LUX,2020,3,eu,19467
rise-of-the-east,LUX,2020,3,native,29052
rise-of-the-east,LUX,2020,3,non-eu,8484
rise-of-the-east,LUX,2020,4,eu,36140
rise-of-the-east,LUX,2020,4,native,44480
rise-of-the-east,LUX,2020,4,non-eu,14222
rise-of-the-east,LUX,2020,5,eu,61576
rise-of-the-east,LUX,2020,5,native,104043
rise-of-the-east,LUX,2020,5,non-eu,20250
rise-of-the-east,LUX,2020,6,eu,60065
rise-of-the-east,LUX,2020,6,native,72105
rise-of-the-east,LUX,2020,6,non-eu,18544
rise-of-the-east,LUX,2025,1,eu,7414
rise-of-the-east,LUX,2025,1,native,28987
rise-of-the-east,LUX,2025,1,non-eu,15118
rise-of-the-east,LUX,2025,2,eu,4300
rise-of-the-east,LUX,2025,2,native,650
rise-of-the-east,LUX,2025,2,non-eu,9558
rise-of-the-east,LUX,2025,3,eu,21598
rise-of-the-east,LUX,2025,3,native,28864
rise-of-the-east,LUX,2025,3,non-eu,12722
rise-of-the-east,LUX,2025,4,eu,35117
rise-of-the-east,LUX,2025,4,native,44679
rise-of-the-east,LUX,2025,4,non-eu,18632
rise-of-the-east,LUX,2025,5,eu,66336
rise-of-the-east,LUX,2025,5,native,127066
rise-of-the-east,LUX,2025,5,non-eu,29780
rise-of-the-east,LUX,2025,6,eu,62937
rise-of-the-east,LUX,2025,6,native,95933
rise-of-the-east,LUX,2025,6,non-eu,24123
rise-of-the-east,LUX,2030,1,eu,1837
rise-of-the-east,LUX,2030,1,native,751
rise-of-the-east,LUX,2030,1,non-eu,15329
rise-of-the-east,LUX,2030,2,eu,4123
rise-of-the-east,LUX,2030,2,native,1163
rise-of-the-east,LUX,2030,2,non-eu,13504
rise-of-the-east,LUX,2030,3,eu,21517
rise-of-the-east,LUX,2030,3,native,27795
rise-of-the-east,LUX,2030,3,non-eu,18634
rise-of-the-east,LUX,2030,4,eu,34066
rise-of-the-east,LUX,2030,4,native,48609
rise-of-the-east,LUX,2030,4,non-eu,25507
rise-of-the-east,LUX,2030,5,eu,69405
rise-of-the-east,LUX,2030,5,native,147244
rise-of-the-east,LUX,2030,5,non-eu,42822
rise-of-the-east,LUX,2030,6,eu,68035
rise-of-the-east,LUX,2030,6,native,124975
rise-of-the-east,LUX,2030,6,non-eu,32946
rise-of-the-east,LUX,2035,1,eu,655
rise-of-the-east,LUX,2035,1,native,1133
rise-of-the-east,LUX,2035,1,non-eu,18403
rise-of-the-east,LUX,2035,2,eu,3791
rise-of-the-east,LUX,2035,2,native,1575
rise-of-the-east,LUX,2035,2,non-eu,17679
rise-of-the-east,LUX,2035,3,eu,20088
rise-of-the-east,LUX,2035,3,native,25237
rise-of-the-east,LUX,2035,3,non-eu,25000
rise-of-the-east,LUX,2035,4,eu,31744
rise-of-the-east,LUX,2035,4,native,47006
rise-of-the-east,LUX,2035,4,non-eu,33017
rise-of-the-east,LUX,2035,5,eu,69485
rise-of-the-east,LUX,2035,5,native,157214
rise-of-the-east,LUX,2035,5,non-eu,58715
rise-of-the-east,LUX,2035,6,eu,71631
rise-of-the-east,LUX,2035,6,native,145118
rise-of-the-east,LUX,2035,6,non-eu,44268
rise-of-the-east,LUX,2040,1,eu,783
rise-of-the-east,LUX,2040,1,native,1369
rise-of-the-east,LUX,2040,1,non-eu,22654
rise-of-the-east,LUX,2040,2,eu,3344
rise-of-the-east,LUX,2040,2,native,1939
rise-of-the-east,LUX,2040,2,non-eu,22124
rise-of-the-east,LUX,2040,3,eu,18034
rise-of-the-east,LUX,2040,3,native,22938
rise-of-the-east,LUX,2040,3,non-eu,31355
rise-of-the-east,LUX,2040,4,eu,29077
rise-of-the-east,LUX,2040,4,native,45557
rise-of-the-east,LUX,2040,4,non-eu,40292
rise-of-the-east,LUX,2040,5,eu,68165
rise-of-the-east,LUX,2040,5,native,166063
rise-of-the-east,LUX,2040,5,non-eu,77285
rise-of-the-east,LUX,2040,6,eu,73953
rise-of-the-east,LUX,2040,6,native,169545
rise-of-the-east,LUX,2040,6,non-eu,59010
rise-of-the-east,LUX,2045,1,eu,808
rise-of-the-east,LUX,2045,1,native,1567
rise-of-the-east,LUX,2045,1,non-eu,26326
rise-of-the-east,LUX,2045,2,eu,3011
rise-of-the-east,LUX,2045,2,native,2292
rise-of-the-east,LUX,2045,2,non-eu,27016
rise-of-the-east,LUX,2045,3,eu,15623
rise-of-the-east,LUX,2045,3,native,21457
rise-of-the-east,LUX,2045,3,non-eu,37919
rise-of-the-east,LUX,2045,4,eu,26116
rise-of-the-east,LUX,2045,4,native,44750
rise-of-the-east,LUX,2045,4,non-eu,47817
rise-of-the-east,LUX,2045,5,eu,66002
rise-of-the-east,LUX,2045,5,native,174240
rise-of-the-east,LUX,2045,5,non-eu,97996
rise-of-the-east,LUX,2045,6,eu,75653
rise-of-the-east,LUX,2045,6,native,197046
rise-of-the-east,LUX,2045,6,non-eu,77919
rise-of-the-east,LUX,2050,1,eu,909
rise-of-the-east,LUX,2050,1,native,1732
rise-of-the-east,LUX,2050,1,non-eu,29472
rise-of-the-east,LUX,2050,2,eu,2650
rise-of-the-east,LUX,2050,2,native,2634
rise-of-the-east,LUX,2050,2,non-eu,31693
rise-of-the-east,LUX,2050,3,eu,13102
rise-of-the-east,LUX,2050,3,native,20615
rise-of-the-east,LUX,2050,3,non-eu,44137
rise-of-the-east,LUX,2050,4,eu,23063
rise-of-the-east,LUX,2050,4,native,44590
rise-of-the-east,LUX,2050,4,non-eu,55355
rise-of-the-east,LUX,2050,5,eu,62895
rise-of-the-east,LUX,2050,5,native,182801
rise-of-the-east,LUX,2050,5,non-eu,120293
rise-of-the-east,LUX,2050,6,eu,76536
rise-of-the-east,LUX,2050,6,native,226772
rise-of-the-east,LUX,2050,6,non-eu,100625
rise-of-the-east,LVA,2020,1,eu,4127
rise-of-the-east,LVA,2020,1,native,196431
rise-of-the-east,LVA,2020,1,non-eu,14885
rise-of-the-east,LVA,2020,2,eu,1179
rise-of-the-east,LVA,2020,2,native,6096
rise-of-the-east,LVA,2020,2,non-eu,9964
rise-of-the-east,LVA,2020,3,eu,3205
rise-of-the-east,LVA,2020,3,native,27808
rise-of-the-east,LVA,2020,3,non-eu,24251
rise-of-the-east,LVA,2020,4,eu,5187
rise-of-the-east,LVA,2020,4,native,248164
rise-of-the-east,LVA,2020,4,non-eu,42891
rise-of-the-east,LVA,2020,5,eu,7422
rise-of-the-east,LVA,2020,5,native,642126
rise-of-the-east,LVA,2020,5,non-eu,89244
rise-of-the-east,LVA,2020,6,eu,6871
rise-of-the-east,LVA,2020,6,native,556367
rise-of-the-east,LVA,2020,6,non-eu,58414
rise-of-the-east,LVA,2025,1,eu,3012
rise-of-the-east,LVA,2025,1,native,93399
rise-of-the-east,LVA,2025,1,non-eu,15859
rise-of-the-east,LVA,2025,2,eu,1362
rise-of-the-east,LVA,2025,2,native,7012
rise-of-the-east,LVA,2025,2,non-eu,9249
rise-of-the-east,LVA,2025,3,eu,2809
rise-of-the-east,LVA,2025,3,native,39571
rise-of-the-east,LVA,2025,3,non-eu,18516
rise-of-the-east,LVA,2025,4,eu,4855
rise-of-the-east,LVA,2025,4,native,238328
rise-of-the-east,LVA,2025,4,non-eu,37257
rise-of-the-east,LVA,2025,5,eu,7815
rise-of-the-east,LVA,2025,5,native,665504
rise-of-the-east,LVA,2025,5,non-eu,98551
rise-of-the-east,LVA,2025,6,eu,7593
rise-of-the-east,LVA,2025,6,native,595980
rise-of-the-east,LVA,2025,6,non-eu,61504
rise-of-the-east,LVA,2030,1,eu,531
rise-of-the-east,LVA,2030,1,native,1625
rise-of-the-east,LVA,2030,1,non-eu,10967
rise-of-the-east,LVA,2030,2,eu,1249
rise-of-the-east,LVA,2030,2,native,7361
rise-of-the-east,LVA,2030,2,non-eu,9502
rise-of-the-east,LVA,2030,3,eu,2554
rise-of-the-east,LVA,2030,3,native,37601
rise-of-the-east,LVA,2030,3,non-eu,16629
rise-of-the-east,LVA,2030,4,eu,5118
rise-of-the-east,LVA,2030,4,native,221632
rise-of-the-east,LVA,2030,4,non-eu,35631
rise-of-the-east,LVA,2030,5,eu,8676
rise-of-the-east,LVA,2030,5,native,692124
rise-of-the-east,LVA,2030,5,non-eu,111953
rise-of-the-east,LVA,2030,6,eu,8472
rise-of-the-east,LVA,2030,6,native,640866
rise-of-the-east,LVA,2030,6,non-eu,68098
rise-of-the-east,LVA,2035,1,eu,523
rise-of-the-east,LVA,2035,1,native,1700
rise-of-the-east,LVA,2035,1,non-eu,10170
rise-of-the-east,LVA,2035,2,eu,1236
rise-of-the-east,LVA,2035,2,native,7526
rise-of-the-east,LVA,2035,2,non-eu,10494
rise-of-the-east,LVA,2035,3,eu,1887
rise-of-the-east,LVA,2035,3,native,36555
rise-of-the-east,LVA,2035,3,non-eu,16936
rise-of-the-east,LVA,2035,4,eu,3856
rise-of-the-east,LVA,2035,4,native,199353
rise-of-the-east,LVA,2035,4,non-eu,35266
rise-of-the-east,LVA,2035,5,eu,9356
rise-of-the-east,LVA,2035,5,native,675011
rise-of-the-east,LVA,2035,5,non-eu,122474
rise-of-the-east,LVA,2035,6,eu,9329
rise-of-the-east,LVA,2035,6,native,645390
rise-of-the-east,LVA,2035,6,non-eu,74943
rise-of-the-east,LVA,2040,1,eu,559
rise-of-the-east,LVA,2040,1,native,1784
rise-of-the-east,LVA,2040,1,non-eu,11521
rise-of-the-east,LVA,2040,2,eu,1146
rise-of-the-east,LVA,2040,2,native,7607
rise-of-the-east,LVA,2040,2,non-eu,11686
rise-of-the-east,LVA,2040,3,eu,1655
rise-of-the-east,LVA,2040,3,native,35551
rise-of-the-east,LVA,2040,3,non-eu,17688
rise-of-the-east,LVA,2040,4,eu,3449
rise-of-the-east,LVA,2040,4,native,181505
rise-of-the-east,LVA,2040,4,non-eu,34361
rise-of-the-east,LVA,2040,5,eu,8949
rise-of-the-east,LVA,2040,5,native,654201
rise-of-the-east,LVA,2040,5,non-eu,129271
rise-of-the-east,LVA,2040,6,eu,9948
rise-of-the-east,LVA,2040,6,native,652266
rise-of-the-east,LVA,2040,6,non-eu,82410
rise-of-the-east,LVA,2045,1,eu,631
rise-of-the-east,LVA,2045,1,native,1832
rise-of-the-east,LVA,2045,1,non-eu,12508
rise-of-the-east,LVA,2045,2,eu,1175
rise-of-the-east,LVA,2045,2,native,7552
rise-of-the-east,LVA,2045,2,non-eu,13218
rise-of-the-east,LVA,2045,3,eu,1550
rise-of-the-east,LVA,2045,3,native,33636
rise-of-the-east,LVA,2045,3,non-eu,18908
rise-of-the-east,LVA,2045,4,eu,3157
rise-of-the-east,LVA,2045,4,native,164955
rise-of-the-east,LVA,2045,4,non-eu,33784
rise-of-the-east,LVA,2045,5,eu,8877
rise-of-the-east,LVA,2045,5,native,630841
rise-of-the-east,LVA,2045,5,non-eu,133627
rise-of-the-east,LVA,2045,6,eu,10184
rise-of-the-east,LVA,2045,6,native,663463
rise-of-the-east,LVA,2045,6,non-eu,90917
rise-of-the-east,LVA,2050,1,eu,667
rise-of-the-east,LVA,2050,1,native,1863
rise-of-the-east,LVA,2050,1,non-eu,13346
rise-of-the-east,LVA,2050,2,eu,1112
rise-of-the-east,LVA,2050,2,native,7445
rise-of-the-east,LVA,2050,2,non-eu,14502
rise-of-the-east,LVA,2050,3,eu,1425
rise-of-the-east,LVA,2050,3,native,32252
rise-of-the-east,LVA,2050,3,non-eu,20228
rise-of-the-east,LVA,2050,4,eu,2892
rise-of-the-east,LVA,2050,4,native,151267
rise-of-the-east,LVA,2050,4,non-eu,33978
rise-of-the-east,LVA,2050,5,eu,8747
rise-of-the-east,LVA,2050,5,native,604143
rise-of-the-east,LVA,2050,5,non-eu,136497
rise-of-the-east,LVA,2050,6,eu,10458
rise-of-the-east,LVA,2050,6,native,673769
rise-of-the-east,LVA,2050,6,non-eu,99541
rise-of-the-east,MLT,2020,1,eu,1674
rise-of-the-east,MLT,2020,1,native,38628
rise-of-the-east,MLT,2020,1,non-eu,8529
rise-of-the-east,MLT,2020,2,eu,972
rise-of-the-east,MLT,2020,2,native,4443
rise-of-the-east,MLT,2020,2,non-eu,4998
rise-of-the-east,MLT,2020,3,eu,2523
rise-of-the-east,MLT,2020,3,native,63231
rise-of-the-east,MLT,2020,3,non-eu,5671
rise-of-the-east,MLT,2020,4,eu,6265
rise-of-the-east,MLT,2020,4,native,137856
rise-of-the-east,MLT,2020,4,non-eu,9294
rise-of-the-east,MLT,2020,5,eu,8433
rise-of-the-east,MLT,2020,5,native,64796
rise-of-the-east,MLT,2020,5,non-eu,11569
rise-of-the-east,MLT,2020,6,eu,8094
rise-of-the-east,MLT,2020,6,native,74218
rise-of-the-east,MLT,2020,6,non-eu,13931
rise-of-the-east,MLT,2025,1,eu,1283
rise-of-the-east,MLT,2025,1,native,19887
rise-of-the-east,MLT,2025,1,non-eu,11212
rise-of-the-east,MLT,2025,2,eu,1313
rise-of-the-east,MLT,2025,2,native,3389
rise-of-the-east,MLT,2025,2,non-eu,7339
rise-of-the-east,MLT,2025,3,eu,2473
rise-of-the-east,MLT,2025,3,native,54729
rise-of-the-east,MLT,2025,3,non-eu,8164
rise-of-the-east,MLT,2025,4,eu,6221
rise-of-the-east,MLT,2025,4,native,131314
rise-of-the-east,MLT,2025,4,non-eu,12153
rise-of-the-east,MLT,2025,5,eu,9444
rise-of-the-east,MLT,2025,5,native,80241
rise-of-the-east,MLT,2025,5,non-eu,17374
rise-of-the-east,MLT,2025,6,eu,9198
rise-of-the-east,MLT,2025,6,native,94924
rise-of-the-east,MLT,2025,6,non-eu,18357
