scenario,dest,year,nativity,pop
rise-of-the-east,EST,2045,eu,24046
rise-of-the-east,EST,2045,native,1077291
rise-of-the-east,EST,2045,non-eu,284842
rise-of-the-east,EST,2050,eu,24387
rise-of-the-east,EST,2050,native,1076235
rise-of-the-east,EST,2050,non-eu,307256
rise-of-the-east,FIN,2020,eu,112956
rise-of-the-east,FIN,2020,native,5184689
rise-of-the-east,FIN,2020,non-eu,180893
rise-of-the-east,FIN,2025,eu,114480
rise-of-the-east,FIN,2025,native,5194456
rise-of-the-east,FIN,2025,non-eu,224029
rise-of-the-east,FIN,2030,eu,114191
rise-of-the-east,FIN,2030,native,5195315
rise-of-the-east,FIN,2030,non-eu,275935
rise-of-the-east,FIN,2035,eu,112230
rise-of-the-east,FIN,2035,native,5183642
rise-of-the-east,FIN,2035,non-eu,336313
rise-of-the-east,FIN,2040,eu,109256
rise-of-the-east,FIN,2040,native,5165527
rise-of-the-east,FIN,2040,non-eu,402778
rise-of-the-east,FIN,2045,eu,105457
rise-of-the-east,FIN,2045,native,5152244
rise-of-the-east,FIN,2045,non-eu,474817
rise-of-the-east,FIN,2050,eu,100994
rise-of-the-east,FIN,2050,native,5156203
rise-of-the-east,FIN,2050,non-eu,550959
rise-of-the-east,FRA,2020,eu,2081767
rise-of-the-east,FRA,2020,native,59923668
rise-of-the-east,FRA,2020,non-eu,6100185
rise-of-the-east,FRA,2025,eu,1941047
rise-of-the-east,FRA,2025,native,61177595
rise-of-the-east,FRA,2025,non-eu,6923584
rise-of-the-east,FRA,2030,eu,1799833
rise-of-the-east,FRA,2030,native,62554426
rise-of-the-east,FRA,2030,non-eu,7908378
rise-of-the-east,FRA,2035,eu,1656978
rise-of-the-east,FRA,2035,native,64088965
rise-of-the-east,FRA,2035,non-eu,9005862
rise-of-the-east,FRA,2040,eu,1517844
rise-of-the-east,FRA,2040,native,65709275
rise-of-the-east,FRA,2040,non-eu,10072786
rise-of-the-east,FRA,2045,eu,1381638
rise-of-the-east,FRA,2045,native,67338548
rise-of-the-east,FRA,2045,non-eu,11080143
rise-of-the-east,FRA,2050,eu,1250253
rise-of-the-east,FRA,2050,native,68993171
rise-of-the-east,FRA,2050,non-eu,12003184
rise-of-the-east,GBR,2020,eu,2672301
rise-of-the-east,GBR,2020,native,57485411
rise-of-the-east,GBR,2020,non-eu,6220004
rise-of-the-east,GBR,2025,eu,2578157
rise-of-the-east,GBR,2025,native,58353495
rise-of-the-east,GBR,2025,non-eu,7371266
rise-of-the-east,GBR,2030,eu,2454770
rise-of-the-east,GBR,2030,native,59113553
rise-of-the-east,GBR,2030,non-eu,8730808
rise-of-the-east,GBR,2035,eu,2314604
rise-of-the-east,GBR,2035,native,59882137
rise-of-the-east,GBR,2035,non-eu,10310148
rise-of-the-east,GBR,2040,eu,2169395
rise-of-the-east,GBR,2040,native,60808615
rise-of-the-east,GBR,2040,non-eu,12004092
rise-of-the-east,GBR,2045,eu,2019371
rise-of-the-east,GBR,2045,native,62007590
rise-of-the-east,GBR,2045,non-eu,13751139
rise-of-the-east,GBR,2050,eu,1865892
rise-of-the-east,GBR,2050,native,63458206
rise-of-the-east,GBR,2050,non-eu,15473210
rise-of-the-east,GRC,2020,eu,319002
rise-of-the-east,GRC,2020,native,9421004
rise-of-the-east,GRC,2020,non-eu,943419
rise-of-the-east,GRC,2025,eu,313103
rise-of-the-east,GRC,2025,native,9196476
rise-of-the-east,GRC,2025,non-eu,1000918
rise-of-the-east,GRC,2030,eu,302512
rise-of-the-east,GRC,2030,native,8964785
rise-of-the-east,GRC,2030,non-eu,1058926
rise-of-the-east,GRC,2035,eu,287973
rise-of-the-east,GRC,2035,native,8745642
rise-of-the-east,GRC,2035,non-eu,1112275
rise-of-the-east,GRC,2040,eu,271327
rise-of-the-east,GRC,2040,native,8544016
rise-of-the-east,GRC,2040,non-eu,1158467
rise-of-the-east,GRC,2045,eu,253260
rise-of-the-east,GRC,2045,native,8352652
rise-of-the-east,GRC,2045,non-eu,1197266
rise-of-the-east,GRC,2050,eu,234376
rise-of-the-east,GRC,2050,native,8161913
rise-of-the-east,GRC,2050,non-eu,1228150
rise-of-the-east,HRV,2020,eu,65104
rise-of-the-east,HRV,2020,native,3547219
rise-of-the-east,HRV,2020,non-eu,473865
rise-of-the-east,HRV,2025,eu,63696
rise-of-the-east,HRV,2025,native,3433722
rise-of-the-east,HRV,2025,non-eu,472345
rise-of-the-east,HRV,2030,eu,61816
rise-of-the-east,HRV,2030,native,3328499
rise-of-the-east,HRV,2030,non-eu,469519
rise-of-the-east,HRV,2035,eu,59675
rise-of-the-east,HRV,2035,native,3228287
rise-of-the-east,HRV,2035,non-eu,466106
rise-of-the-east,HRV,2040,eu,57145
rise-of-the-east,HRV,2040,native,3127664
rise-of-the-east,HRV,2040,non-eu,460301
rise-of-the-east,HRV,2045,eu,54567
rise-of-the-east,HRV,2045,native,3027783
rise-of-the-east,HRV,2045,non-eu,454576
rise-of-the-east,HRV,2050,eu,51774
rise-of-the-east,HRV,2050,native,2930167
rise-of-the-east,HRV,2050,non-eu,449981
rise-of-the-east,HUN,2020,eu,281513
rise-of-the-east,HUN,2020,native,9124510
rise-of-the-east,HUN,2020,non-eu,184549
rise-of-the-east,HUN,2025,eu,269814
rise-of-the-east,HUN,2025,native,8844378
rise-of-the-east,HUN,2025,non-eu,212441
rise-of-the-east,HUN,2030,eu,256091
rise-of-the-east,HUN,2030,native,8561597
rise-of-the-east,HUN,2030,non-eu,247263
rise-of-the-east,HUN,2035,eu,240660
rise-of-the-east,HUN,2035,native,8274025
rise-of-the-east,HUN,2035,non-eu,283448
rise-of-the-east,HUN,2040,eu,225123
rise-of-the-east,HUN,2040,native,7983739
rise-of-the-east,HUN,2040,non-eu,316707
rise-of-the-east,HUN,2045,eu,209465
rise-of-the-east,HUN,2045,native,7695686
rise-of-the-east,HUN,2045,non-eu,347395
rise-of-the-east,HUN,2050,eu,193512
rise-of-the-east,HUN,2050,native,7414865
rise-of-the-east,HUN,2050,non-eu,375843
rise-of-the-east,IRL,2020,eu,538335
rise-of-the-east,IRL,2020,native,3979437
rise-of-the-east,IRL,2020,non-eu,276959
rise-of-the-east,IRL,2025,eu,553436
rise-of-the-east,IRL,2025,native,4172104
rise-of-the-east,IRL,2025,non-eu,362570
rise-of-the-east,IRL,2030,eu,566140
rise-of-the-east,IRL,2030,native,4349662
rise-of-the-east,IRL,2030,non-eu,483410
rise-of-the-east,IRL,2035,eu,568941
rise-of-the-east,IRL,2035,native,4522239
rise-of-the-east,IRL,2035,non-eu,637557
rise-of-the-east,IRL,2040,eu,562533
rise-of-the-east,IRL,2040,native,4703834
rise-of-the-east,IRL,2040,non-eu,814061
rise-of-the-east,IRL,2045,eu,548325
rise-of-the-east,IRL,2045,native,4898560
rise-of-the-east,IRL,2045,non-eu,1009140
rise-of-the-east,IRL,2050,eu,527954
rise-of-the-east,IRL,2050,native,5104708
rise-of-the-east,IRL,2050,non-eu,1218368
rise-of-the-east,ITA,2020,eu,1773015
rise-of-the-east,ITA,2020,native,54249807
rise-of-the-east,ITA,2020,non-eu,4306277
rise-of-the-east,ITA,2025,eu,1772832
rise-of-the-east,ITA,2025,native,53262945
rise-of-the-east,ITA,2025,non-eu,4886748
rise-of-the-east,ITA,2030,eu,1742510
rise-of-the-east,ITA,2030,native,52178845
rise-of-the-east,ITA,2030,non-eu,5545140
rise-of-the-east,ITA,2035,eu,1683438
rise-of-the-east,ITA,2035,native,51115875
rise-of-the-east,ITA,2035,non-eu,6206100
rise-of-the-east,ITA,2040,eu,1612726
rise-of-the-east,ITA,2040,native,50097092
rise-of-the-east,ITA,2040,non-eu,6770705
rise-of-the-east,ITA,2045,eu,1529527
rise-of-the-east,ITA,2045,native,49098091
rise-of-the-east,ITA,2045,non-eu,7226652
rise-of-the-east,ITA,2050,eu,1435494
rise-of-the-east,ITA,2050,native,48064655
rise-of-the-east,ITA,2050,non-eu,7570731
rise-of-the-east,LTU,2020,eu,21551
rise-of-the-east,LTU,2020,native,2701890
rise-of-the-east,LTU,2020,non-eu,137680
rise-of-the-east,LTU,2025,eu,22981
rise-of-the-east,LTU,2025,native,2633963
rise-of-the-east,LTU,2025,non-eu,149390
rise-of-the-east,LTU,2030,eu,23845
rise-of-the-east,LTU,2030,native,2566930
rise-of-the-east,LTU,2030,non-eu,166864
rise-of-the-east,LTU,2035,eu,24741
rise-of-the-east,LTU,2035,native,2500210
rise-of-the-east,LTU,2035,non-eu,188012
rise-of-the-east,LTU,2040,eu,25287
rise-of-the-east,LTU,2040,native,2437624
rise-of-the-east,LTU,2040,non-eu,209780
rise-of-the-east,LTU,2045,eu,25941
rise-of-the-east,LTU,2045,native,2382043
rise-of-the-east,LTU,2045,non-eu,232611
rise-of-the-east,LTU,2050,eu,26118
rise-of-the-east,LTU,2050,native,2331340
rise-of-the-east,LTU,2050,non-eu,255896
rise-of-the-east,LUX,2020,eu,193885
rise-of-the-east,LUX,2020,native,302684
rise-of-the-east,LUX,2020,non-eu,79994
rise-of-the-east,LUX,2025,eu,197702
rise-of-the-east,LUX,2025,native,326179
rise-of-the-east,LUX,2025,non-eu,109933
rise-of-the-east,LUX,2030,eu,198983
rise-of-the-east,LUX,2030,native,350537
rise-of-the-east,LUX,2030,non-eu,148742
rise-of-the-east,LUX,2035,eu,197394
rise-of-the-east,LUX,2035,native,377283
rise-of-the-east,LUX,2035,non-eu,197082
rise-of-the-east,LUX,2040,eu,193356
rise-of-the-east,LUX,2040,native,407411
rise-of-the-east,LUX,2040,non-eu,252720
rise-of-the-east,LUX,2045,eu,187213
rise-of-the-east,LUX,2045,native,441352
rise-of-the-east,LUX,2045,non-eu,314993
rise-of-the-east,LUX,2050,eu,179155
rise-of-the-east,LUX,2050,native,479144
rise-of-the-east,LUX,2050,non-eu,381575
rise-of-the-east,LVA,2020,eu,27991
rise-of-the-east,LVA,2020,native,1676992
rise-of-the-east,LVA,2020,non-eu,239649
rise-of-the-east,LVA,2025,eu,27446
rise-of-the-east,LVA,2025,native,1639794
rise-of-the-east,LVA,2025,non-eu,240936
rise-of-the-east,LVA,2030,eu,26600
rise-of-the-east,LVA,2030,native,1601209
rise-of-the-east,LVA,2030,non-eu,252780
rise-of-the-east,LVA,2035,eu,26187
rise-of-the-east,LVA,2035,native,1565535
rise-of-the-east,LVA,2035,non-eu,270283
rise-of-the-east,LVA,2040,eu,25706
rise-of-the-east,LVA,2040,native,1532914
rise-of-the-east,LVA,2040,non-eu,286937
rise-of-the-east,LVA,2045,eu,25574
rise-of-the-east,LVA,2045,native,1502279
rise-of-the-east,LVA,2045,non-eu,302962
rise-of-the-east,LVA,2050,eu,25301
rise-of-the-east,LVA,2050,native,1470739
rise-of-the-east,LVA,2050,non-eu,318092
rise-of-the-east,MLT,2020,eu,27961
rise-of-the-east,MLT,2020,native,383172
rise-of-the-east,MLT,2020,non-eu,53992
rise-of-the-east,MLT,2025,eu,29932
rise-of-the-east,MLT,2025,native,384484
rise-of-the-east,MLT,2025,non-eu,74599
rise-of-the-east,MLT,2030,eu,31407
rise-of-the-east,MLT,2030,native,383676
rise-of-the-east,MLT,2030,non-eu,100553
rise-of-the-east,MLT,2035,eu,32703
rise-of-the-east,MLT,2035,native,381439
rise-of-the-east,MLT,2035,non-eu,132864
rise-of-the-east,MLT,2040,eu,33680
rise-of-the-east,MLT,2040,native,378939
rise-of-the-east,MLT,2040,non-eu,171368
rise-of-the-east,MLT,2045,eu,34571
rise-of-the-east,MLT,2045,native,377645
rise-of-the-east,MLT,2045,non-eu,216070
rise-of-the-east,MLT,2050,eu,35165
rise-of-the-east,MLT,2050,native,379011
rise-of-the-east,MLT,2050,non-eu,265935
rise-of-the-east,NLD,2020,eu,503465
rise-of-the-east,NLD,2020,native,14910882
rise-of-the-east,NLD,2020,non-eu,1428203
rise-of-the-east,NLD,2025,eu,499384
rise-of-the-east,NLD,2025,native,15077079
rise-of-the-east,NLD,2025,non-eu,1637525
rise-of-the-east,NLD,2030,eu,489059
rise-of-the-east,NLD,2030,native,15252186
rise-of-the-east,NLD,2030,non-eu,1883825
rise-of-the-east,NLD,2035,eu,472716
rise-of-the-east,NLD,2035,native,15404242
rise-of-the-east,NLD,2035,non-eu,2155340
rise-of-the-east,NLD,2040,eu,452514
rise-of-the-east,NLD,2040,native,15526210
rise-of-the-east,NLD,2040,non-eu,2422881
rise-of-the-east,NLD,2045,eu,429276
rise-of-the-east,NLD,2045,native,15626885
rise-of-the-east,NLD,2045,non-eu,2687180
rise-of-the-east,NLD,2050,eu,403769
rise-of-the-east,NLD,2050,native,15734814
rise-of-the-east,NLD,2050,non-eu,2947144
rise-of-the-east,POL,2020,eu,179561
rise-of-the-east,POL,2020,native,36043169
rise-of-the-east,POL,2020,non-eu,375205
rise-of-the-east,POL,2025,eu,158006
rise-of-the-east,POL,2025,native,35512188
rise-of-the-east,POL,2025,non-eu,373778
rise-of-the-east,POL,2030,eu,139949
rise-of-the-east,POL,2030,native,34805184
rise-of-the-east,POL,2030,non-eu,400997
rise-of-the-east,POL,2035,eu,125301
rise-of-the-east,POL,2035,native,33982940
rise-of-the-east,POL,2035,non-eu,438203
rise-of-the-east,POL,2040,eu,113530
rise-of-the-east,POL,2040,native,33067018
rise-of-the-east,POL,2040,non-eu,474534
rise-of-the-east,POL,2045,eu,104735
rise-of-the-east,POL,2045,native,32076281
rise-of-the-east,POL,2045,non-eu,508782
rise-of-the-east,POL,2050,eu,97833
rise-of-the-east,POL,2050,native,31034067
rise-of-the-east,POL,2050,non-eu,538265
rise-of-the-east,PRT,2020,eu,199179
rise-of-the-east,PRT,2020,native,9279825
rise-of-the-east,PRT,2020,non-eu,728740
rise-of-the-east,PRT,2025,eu,197673
rise-of-the-east,PRT,2025,native,9021383
rise-of-the-east,PRT,2025,non-eu,845755
rise-of-the-east,PRT,2030,eu,194130
rise-of-the-east,PRT,2030,native,8765524
rise-of-the-east,PRT,2030,non-eu,994967
rise-of-the-east,PRT,2035,eu,188969
rise-of-the-east,PRT,2035,native,8522288
rise-of-the-east,PRT,2035,non-eu,1176220
rise-of-the-east,PRT,2040,eu,182458
rise-of-the-east,PRT,2040,native,8276625
rise-of-the-east,PRT,2040,non-eu,1370803
rise-of-the-east,PRT,2045,eu,175096
rise-of-the-east,PRT,2045,native,8021440
rise-of-the-east,PRT,2045,non-eu,1569277
rise-of-the-east,PRT,2050,eu,167032
rise-of-the-east,PRT,2050,native,7759060
rise-of-the-east,PRT,2050,non-eu,1764314
rise-of-the-east,ROU,2020,eu,112413
rise-of-the-east,ROU,2020,native,18950413
rise-of-the-east,ROU,2020,non-eu,186861
rise-of-the-east,ROU,2025,eu,112205
rise-of-the-east,ROU,2025,native,18333082
rise-of-the-east,ROU,2025,non-eu,208726
rise-of-the-east,ROU,2030,eu,110794
rise-of-the-east,ROU,2030,native,17758421
rise-of-the-east,ROU,2030,non-eu,231801
rise-of-the-east,ROU,2035,eu,109010
rise-of-the-east,ROU,2035,native,17218339
rise-of-the-east,ROU,2035,non-eu,254106
rise-of-the-east,ROU,2040,eu,106120
rise-of-the-east,ROU,2040,native,16656556
rise-of-the-east,ROU,2040,non-eu,272257
rise-of-the-east,ROU,2045,eu,102632
rise-of-the-east,ROU,2045,native,16064844
rise-of-the-east,ROU,2045,non-eu,288173
rise-of-the-east,ROU,2050,eu,97638
rise-of-the-east,ROU,2050,native,15445885
rise-of-the-east,ROU,2050,non-eu,301973
rise-of-the-east,SVK,2020,eu,135150
rise-of-the-east,SVK,2020,native,5130978
rise-of-the-east,SVK,2020,non-eu,58529
rise-of-the-east,SVK,2025,eu,125922
rise-of-the-east,SVK,2025,native,5106345
rise-of-the-east,SVK,2025,non-eu,76503
rise-of-the-east,SVK,2030,eu,116394
rise-of-the-east,SVK,2030,native,5048306
rise-of-the-east,SVK,2030,non-eu,98524
rise-of-the-east,SVK,2035,eu,107210
rise-of-the-east,SVK,2035,native,4965975
rise-of-the-east,SVK,2035,non-eu,124253
rise-of-the-east,SVK,2040,eu,98542
rise-of-the-east,SVK,2040,native,4869670
rise-of-the-east,SVK,2040,non-eu,151718
rise-of-the-east,SVK,2045,eu,90683
rise-of-the-east,SVK,2045,native,4765818
rise-of-the-east,SVK,2045,non-eu,181037
rise-of-the-east,SVK,2050,eu,83465
rise-of-the-east,SVK,2050,native,4654980
rise-of-the-east,SVK,2050,non-eu,211447
rise-of-the-east,SVN,2020,eu,65455
rise-of-the-east,SVN,2020,native,1827489
rise-of-the-east,SVN,2020,non-eu,187641
rise-of-the-east,SVN,2025,eu,63985
rise-of-the-east,SVN,2025,native,1819120
rise-of-the-east,SVN,2025,non-eu,208488
rise-of-the-east,SVN,2030,eu,61929
rise-of-the-east,SVN,2030,native,1802067
rise-of-the-east,SVN,2030,non-eu,230803
rise-of-the-east,SVN,2035,eu,59714
rise-of-the-east,SVN,2035,native,1782290
rise-of-the-east,SVN,2035,non-eu,254486
rise-of-the-east,SVN,2040,eu,57500
rise-of-the-east,SVN,2040,native,1764176
rise-of-the-east,SVN,2040,non-eu,278144
rise-of-the-east,SVN,2045,eu,55497
rise-of-the-east,SVN,2045,native,1748635
rise-of-the-east,SVN,2045,non-eu,303014
rise-of-the-east,SVN,2050,eu,53453
rise-of-the-east,SVN,2050,native,1733197
rise-of-the-east,SVN,2050,non-eu,328693
rise-of-the-east,SWE,2020,eu,478462
rise-of-the-east,SWE,2020,native,8097438
rise-of-the-east,SWE,2020,non-eu,1109113
rise-of-the-east,SWE,2025,eu,457765
rise-of-the-east,SWE,2025,native,8260427
rise-of-the-east,SWE,2025,non-eu,1299881
rise-of-the-east,SWE,2030,eu,434353
rise-of-the-east,SWE,2030,native,8410008
rise-of-the-east,SWE,2030,non-eu,1534746
rise-of-the-east,SWE,2035,eu,409140
rise-of-the-east,SWE,2035,native,8564510
rise-of-the-east,SWE,2035,non-eu,1808562
rise-of-the-east,SWE,2040,eu,383338
rise-of-the-east,SWE,2040,native,8761968
rise-of-the-east,SWE,2040,non-eu,2099417
rise-of-the-east,SWE,2045,eu,357552
rise-of-the-east,SWE,2045,native,9018237
rise-of-the-east,SWE,2045,non-eu,2404750
rise-of-the-east,SWE,2050,eu,332386
rise-of-the-east,SWE,2050,native,9325786
rise-of-the-east,SWE,2050,non-eu,2721565
ukraine-war,AUT,2015,eu,652374
ukraine-war,AUT,2015,native,7100326
ukraine-war,AUT,2015,non-eu,740855
ukraine-war,AUT,2020,eu,645495
ukraine-war,AUT,2020,native,7127140
ukraine-war,AUT,2020,non-eu,855022
ukraine-war,AUT,2025,eu,629097
ukraine-war,AUT,2025,native,7129414
ukraine-war,AUT,2025,non-eu,959641
ukraine-war,AUT,2030,eu,605392
ukraine-war,AUT,2030,native,7107097
ukraine-war,AUT,2030,non-eu,1064811
ukraine-war,AUT,2035,eu,575771
ukraine-war,AUT,2035,native,7064157
ukraine-war,AUT,2035,non-eu,1173429
ukraine-war,AUT,2040,eu,543973
ukraine-war,AUT,2040,native,7014353
ukraine-war,AUT,2040,non-eu,1292323
ukraine-war,AUT,2045,eu,510239
ukraine-war,AUT,2045,native,6967282
ukraine-war,AUT,2045,non-eu,1427869
ukraine-war,AUT,2050,eu,474382
ukraine-war,AUT,2050,native,6917693
ukraine-war,AUT,2050,non-eu,1583869
ukraine-war,BEL,2015,eu,807659
ukraine-war,BEL,2015,native,9105748
ukraine-war,BEL,2015,non-eu,805993
ukraine-war,BEL,2020,eu,790249
ukraine-war,BEL,2020,native,9295647
ukraine-war,BEL,2020,non-eu,970552
ukraine-war,BEL,2025,eu,765903
ukraine-war,BEL,2025,native,9478330
ukraine-war,BEL,2025,non-eu,1154247
ukraine-war,BEL,2030,eu,734968
ukraine-war,BEL,2030,native,9645405
ukraine-war,BEL,2030,non-eu,1374360
ukraine-war,BEL,2035,eu,697984
ukraine-war,BEL,2035,native,9817643
ukraine-war,BEL,2035,non-eu,1635621
ukraine-war,BEL,2040,eu,656141
ukraine-war,BEL,2040,native,10008855
ukraine-war,BEL,2040,non-eu,1939672
ukraine-war,BEL,2045,eu,611609
ukraine-war,BEL,2045,native,10214746
ukraine-war,BEL,2045,non-eu,2302182
ukraine-war,BEL,2050,eu,565535
ukraine-war,BEL,2050,native,10429146
ukraine-war,BEL,2050,non-eu,2734523
ukraine-war,BGR,2015,eu,42979
ukraine-war,BGR,2015,native,7077389
ukraine-war,BGR,2015,non-eu,75379
ukraine-war,BGR,2020,eu,43163
ukraine-war,BGR,2020,native,6706978
ukraine-war,BGR,2020,non-eu,105992
ukraine-war,BGR,2025,eu,42916
ukraine-war,BGR,2025,native,6350302
ukraine-war,BGR,2025,non-eu,123051
ukraine-war,BGR,2030,eu,42455
ukraine-war,BGR,2030,native,6010081
ukraine-war,BGR,2030,non-eu,143153
ukraine-war,BGR,2035,eu,42205
ukraine-war,BGR,2035,native,5696484
ukraine-war,BGR,2035,non-eu,165778
ukraine-war,BGR,2040,eu,41648
ukraine-war,BGR,2040,native,5413485
ukraine-war,BGR,2040,non-eu,190260
ukraine-war,BGR,2045,eu,41094
ukraine-war,BGR,2045,native,5158241
ukraine-war,BGR,2045,non-eu,217574
ukraine-war,BGR,2050,eu,39946
ukraine-war,BGR,2050,native,4923879
ukraine-war,BGR,2050,non-eu,248254
ukraine-war,CYP,2015,eu,92771
ukraine-war,CYP,2015,native,660028
ukraine-war,CYP,2015,non-eu,77776
ukraine-war,CYP,2020,eu,97889
ukraine-war,CYP,2020,native,667507
ukraine-war,CYP,2020,non-eu,116555
ukraine-war,CYP,2025,eu,100469
ukraine-war,CYP,2025,native,676809
ukraine-war,CYP,2025,non-eu,144620
ukraine-war,CYP,2030,eu,100811
ukraine-war,CYP,2030,native,682376
ukraine-war,CYP,2030,non-eu,177288
ukraine-war,CYP,2035,eu,99543
ukraine-war,CYP,2035,native,686360
ukraine-war,CYP,2035,non-eu,213957
ukraine-war,CYP,2040,eu,96818
ukraine-war,CYP,2040,native,690686
ukraine-war,CYP,2040,non-eu,254165
ukraine-war,CYP,2045,eu,93088
ukraine-war,CYP,2045,native,697056
ukraine-war,CYP,2045,non-eu,298579
ukraine-war,CYP,2050,eu,88431
ukraine-war,CYP,2050,native,705561
ukraine-war,CYP,2050,non-eu,346907
ukraine-war,CZE,2015,eu,154907
ukraine-war,CZE,2015,native,9871628
ukraine-war,CZE,2015,non-eu,236717
ukraine-war,CZE,2020,eu,157824
ukraine-war,CZE,2020,native,9807526
ukraine-war,CZE,2020,non-eu,301803
ukraine-war,CZE,2025,eu,157268
ukraine-war,CZE,2025,native,9682109
ukraine-war,CZE,2025,non-eu,361011
ukraine-war,CZE,2030,eu,154043
ukraine-war,CZE,2030,native,9493321
ukraine-war,CZE,2030,non-eu,438908
ukraine-war,CZE,2035,eu,148509
ukraine-war,CZE,2035,native,9273328
ukraine-war,CZE,2035,non-eu,520099
ukraine-war,CZE,2040,eu,141329
ukraine-war,CZE,2040,native,9066449
ukraine-war,CZE,2040,non-eu,601718
ukraine-war,CZE,2045,eu,133162
ukraine-war,CZE,2045,native,8884393
ukraine-war,CZE,2045,non-eu,683063
ukraine-war,CZE,2050,eu,124286
ukraine-war,CZE,2050,native,8713144
ukraine-war,CZE,2050,non-eu,763635
ukraine-war,DEU,2015,eu,4066559
ukraine-war,DEU,2015,native,70302771
ukraine-war,DEU,2015,non-eu,4054028
ukraine-war,DEU,2020,eu,3740345
ukraine-war,DEU,2020,native,69986034
ukraine-war,DEU,2020,non-eu,4466590
ukraine-war,DEU,2025,eu,3380250
ukraine-war,DEU,2025,native,69474476
ukraine-war,DEU,2025,non-eu,4889792
ukraine-war,DEU,2030,eu,3033205
ukraine-war,DEU,2030,native,68769000
ukraine-war,DEU,2030,non-eu,5366505
ukraine-war,DEU,2035,eu,2716285
ukraine-war,DEU,2035,native,67924796
ukraine-war,DEU,2035,non-eu,5870327
ukraine-war,DEU,2040,eu,2442363
ukraine-war,DEU,2040,native,66975350
ukraine-war,DEU,2040,non-eu,6384939
ukraine-war,DEU,2045,eu,2210837
ukraine-war,DEU,2045,native,65940802
ukraine-war,DEU,2045,non-eu,6943379
ukraine-war,DEU,2050,eu,2008453
ukraine-war,DEU,2050,native,64762840
ukraine-war,DEU,2050,non-eu,7554513
ukraine-war,DNK,2015,eu,192708
ukraine-war,DNK,2015,native,4878637
ukraine-war,DNK,2015,non-eu,338764
ukraine-war,DNK,2020,eu,197229
ukraine-war,DNK,2020,native,4931263
ukraine-war,DNK,2020,non-eu,412491
ukraine-war,DNK,2025,eu,198055
ukraine-war,DNK,2025,native,4973436
ukraine-war,DNK,2025,non-eu,488779
ukraine-war,DNK,2030,eu,195663
ukraine-war,DNK,2030,native,5019771
ukraine-war,DNK,2030,non-eu,583444
ukraine-war,DNK,2035,eu,190409
ukraine-war,DNK,2035,native,5066073
ukraine-war,DNK,2035,non-eu,695083
ukraine-war,DNK,2040,eu,183094
ukraine-war,DNK,2040,native,5112782
ukraine-war,DNK,2040,non-eu,823252
ukraine-war,DNK,2045,eu,174252
ukraine-war,DNK,2045,native,5165299
ukraine-war,DNK,2045,non-eu,971050
ukraine-war,DNK,2050,eu,164281
ukraine-war,DNK,2050,native,5232100
ukraine-war,DNK,2050,non-eu,1142424
ukraine-war,ESP,2015,eu,1879673
ukraine-war,ESP,2015,native,40205583
ukraine-war,ESP,2015,non-eu,3797138
ukraine-war,ESP,2020,eu,1891364
ukraine-war,ESP,2020,native,40143018
ukraine-war,ESP,2020,non-eu,4319197
ukraine-war,ESP,2025,eu,1868124
ukraine-war,ESP,2025,native,39818603
ukraine-war,ESP,2025,non-eu,4923325
ukraine-war,ESP,2030,eu,1817499
ukraine-war,ESP,2030,native,39363587
ukraine-war,ESP,2030,non-eu,5605472
ukraine-war,ESP,2035,eu,1743353
ukraine-war,ESP,2035,native,38889439
ukraine-war,ESP,2035,non-eu,6330722
ukraine-war,ESP,2040,eu,1654631
ukraine-war,ESP,2040,native,38464152
ukraine-war,ESP,2040,non-eu,7027737
ukraine-war,ESP,2045,eu,1554747
ukraine-war,ESP,2045,native,38049871
ukraine-war,ESP,2045,non-eu,7679582
ukraine-war,ESP,2050,eu,1448630
ukraine-war,ESP,2050,native,37543249
ukraine-war,ESP,2050,non-eu,8282481
ukraine-war,EST,2015,eu,17187
ukraine-war,EST,2015,native,1107465
ukraine-war,EST,2015,non-eu,171390
ukraine-war,EST,2020,eu,20109
ukraine-war,EST,2020,native,1103228
ukraine-war,EST,2020,non-eu,192953
ukraine-war,EST,2025,eu,21448
ukraine-war,EST,2025,native,1098919
ukraine-war,EST,2025,non-eu,202261
ukraine-war,EST,2030,eu,22192
ukraine-war,EST,2030,native,1091163
ukraine-war,EST,2030,non-eu,219432
ukraine-war,EST,2035,eu,22945
ukraine-war,EST,2035,native,1083731
ukraine-war,EST,2035,non-eu,241208
ukraine-war,EST,2040,eu,23406
ukraine-war,EST,2040,native,1079543
ukraine-war,EST,2040,non-eu,265281
ukraine-war,EST,2045,eu,23887
ukraine-war,EST,2045,native,1078512
ukraine-war,EST,2045,non-eu,292780
ukraine-war,EST,2050,eu,24098
ukraine-war,EST,2050,native,1078690
ukraine-war,EST,2050,non-eu,324013
ukraine-war,FIN,2015,eu,108749
ukraine-war,FIN,2015,native,5149781
ukraine-war,FIN,2015,non-eu,132299
ukraine-war,FIN,2020,eu,112956
ukraine-war,FIN,2020,native,5184689
ukraine-war,FIN,2020,non-eu,180893
ukraine-war,FIN,2025,eu,114480
ukraine-war,FIN,2025,native,5194456
ukraine-war,FIN,2025,non-eu,223990
ukraine-war,FIN,2030,eu,114191
ukraine-war,FIN,2030,native,5195311
ukraine-war,FIN,2030,non-eu,275796
ukraine-war,FIN,2035,eu,112182
ukraine-war,FIN,2035,native,5183611
