scenario,dest,year,edu,pop
rise-of-the-east,NLD,2025,1,1084687
rise-of-the-east,NLD,2025,2,253833
rise-of-the-east,NLD,2025,3,1253556
rise-of-the-east,NLD,2025,4,3204616
rise-of-the-east,NLD,2025,5,5833866
rise-of-the-east,NLD,2025,6,5583430
rise-of-the-east,NLD,2030,1,189620
rise-of-the-east,NLD,2030,2,263141
rise-of-the-east,NLD,2030,3,1255193
rise-of-the-east,NLD,2030,4,3090248
rise-of-the-east,NLD,2030,5,6395135
rise-of-the-east,NLD,2030,6,6431733
rise-of-the-east,NLD,2035,1,195934
rise-of-the-east,NLD,2035,2,264174
rise-of-the-east,NLD,2035,3,1224672
rise-of-the-east,NLD,2035,4,2848124
rise-of-the-east,NLD,2035,5,6576497
rise-of-the-east,NLD,2035,6,6922897
rise-of-the-east,NLD,2040,1,219360
rise-of-the-east,NLD,2040,2,266343
rise-of-the-east,NLD,2040,3,1183391
rise-of-the-east,NLD,2040,4,2619730
rise-of-the-east,NLD,2040,5,6700589
rise-of-the-east,NLD,2040,6,7412192
rise-of-the-east,NLD,2045,1,235486
rise-of-the-east,NLD,2045,2,269233
rise-of-the-east,NLD,2045,3,1135714
rise-of-the-east,NLD,2045,4,2403331
rise-of-the-east,NLD,2045,5,6769212
rise-of-the-east,NLD,2045,6,7930365
rise-of-the-east,NLD,2050,1,244859
rise-of-the-east,NLD,2050,2,272902
rise-of-the-east,NLD,2050,3,1090763
rise-of-the-east,NLD,2050,4,2205674
rise-of-the-east,NLD,2050,5,6806963
rise-of-the-east,NLD,2050,6,8464566
rise-of-the-east,POL,2020,1,3864745
rise-of-the-east,POL,2020,2,258952
rise-of-the-east,POL,2020,3,4334716
rise-of-the-east,POL,2020,4,1633532
rise-of-the-east,POL,2020,5,17966426
rise-of-the-east,POL,2020,6,8539564
rise-of-the-east,POL,2025,1,1895695
rise-of-the-east,POL,2025,2,180444
rise-of-the-east,POL,2025,3,3866708
rise-of-the-east,POL,2025,4,1891822
rise-of-the-east,POL,2025,5,18371136
rise-of-the-east,POL,2025,6,9838167
rise-of-the-east,POL,2030,1,22700
rise-of-the-east,POL,2030,2,125955
rise-of-the-east,POL,2030,3,3196210
rise-of-the-east,POL,2030,4,1961751
rise-of-the-east,POL,2030,5,18811091
rise-of-the-east,POL,2030,6,11228423
rise-of-the-east,POL,2035,1,15651
rise-of-the-east,POL,2035,2,90546
rise-of-the-east,POL,2035,3,2570038
rise-of-the-east,POL,2035,4,1884104
rise-of-the-east,POL,2035,5,18137539
rise-of-the-east,POL,2035,6,11848566
rise-of-the-east,POL,2040,1,18013
rise-of-the-east,POL,2040,2,70689
rise-of-the-east,POL,2040,3,2047155
rise-of-the-east,POL,2040,4,1740883
rise-of-the-east,POL,2040,5,17343058
rise-of-the-east,POL,2040,6,12435284
rise-of-the-east,POL,2045,1,19723
rise-of-the-east,POL,2045,2,59327
rise-of-the-east,POL,2045,3,1619825
rise-of-the-east,POL,2045,4,1593005
rise-of-the-east,POL,2045,5,16386026
rise-of-the-east,POL,2045,6,13011892
rise-of-the-east,POL,2050,1,21120
rise-of-the-east,POL,2050,2,51746
rise-of-the-east,POL,2050,3,1298243
rise-of-the-east,POL,2050,4,1478994
rise-of-the-east,POL,2050,5,15291660
rise-of-the-east,POL,2050,6,13528402
rise-of-the-east,PRT,2020,1,1037889
rise-of-the-east,PRT,2020,2,777447
rise-of-the-east,PRT,2020,3,3134271
rise-of-the-east,PRT,2020,4,1772771
rise-of-the-east,PRT,2020,5,1750313
rise-of-the-east,PRT,2020,6,1735053
rise-of-the-east,PRT,2025,1,576143
rise-of-the-east,PRT,2025,2,655358
rise-of-the-east,PRT,2025,3,2900189
rise-of-the-east,PRT,2025,4,1811804
rise-of-the-east,PRT,2025,5,2047446
rise-of-the-east,PRT,2025,6,2073871
rise-of-the-east,PRT,2030,1,150317
rise-of-the-east,PRT,2030,2,546511
rise-of-the-east,PRT,2030,3,2614230
rise-of-the-east,PRT,2030,4,1836918
rise-of-the-east,PRT,2030,5,2348718
rise-of-the-east,PRT,2030,6,2457927
rise-of-the-east,PRT,2035,1,158606
rise-of-the-east,PRT,2035,2,456412
rise-of-the-east,PRT,2035,3,2296085
rise-of-the-east,PRT,2035,4,1764460
rise-of-the-east,PRT,2035,5,2515090
rise-of-the-east,PRT,2035,6,2696824
rise-of-the-east,PRT,2040,1,172390
rise-of-the-east,PRT,2040,2,393123
rise-of-the-east,PRT,2040,3,1996078
rise-of-the-east,PRT,2040,4,1681550
rise-of-the-east,PRT,2040,5,2654252
rise-of-the-east,PRT,2040,6,2932493
rise-of-the-east,PRT,2045,1,179751
rise-of-the-east,PRT,2045,2,352213
rise-of-the-east,PRT,2045,3,1711870
rise-of-the-east,PRT,2045,4,1605637
rise-of-the-east,PRT,2045,5,2757780
rise-of-the-east,PRT,2045,6,3158562
rise-of-the-east,PRT,2050,1,181634
rise-of-the-east,PRT,2050,2,325051
rise-of-the-east,PRT,2050,3,1446952
rise-of-the-east,PRT,2050,4,1529977
rise-of-the-east,PRT,2050,5,2840110
rise-of-the-east,PRT,2050,6,3366682
rise-of-the-east,ROU,2020,1,1992456
rise-of-the-east,ROU,2020,2,245500
rise-of-the-east,ROU,2020,3,1339529
rise-of-the-east,ROU,2020,4,4483561
rise-of-the-east,ROU,2020,5,7390243
rise-of-the-east,ROU,2020,6,3798398
rise-of-the-east,ROU,2025,1,956329
rise-of-the-east,ROU,2025,2,189165
rise-of-the-east,ROU,2025,3,1036976
rise-of-the-east,ROU,2025,4,4334325
rise-of-the-east,ROU,2025,5,7778200
rise-of-the-east,ROU,2025,6,4359018
rise-of-the-east,ROU,2030,1,71280
rise-of-the-east,ROU,2030,2,153842
rise-of-the-east,ROU,2030,3,788919
rise-of-the-east,ROU,2030,4,4010582
rise-of-the-east,ROU,2030,5,8136450
rise-of-the-east,ROU,2030,6,4939943
rise-of-the-east,ROU,2035,1,71456
rise-of-the-east,ROU,2035,2,119827
rise-of-the-east,ROU,2035,3,589888
rise-of-the-east,ROU,2035,4,3545580
rise-of-the-east,ROU,2035,5,8045514
rise-of-the-east,ROU,2035,6,5209190
rise-of-the-east,ROU,2040,1,72027
rise-of-the-east,ROU,2040,2,100966
rise-of-the-east,ROU,2040,3,456853
rise-of-the-east,ROU,2040,4,3100681
rise-of-the-east,ROU,2040,5,7885441
rise-of-the-east,ROU,2040,6,5418965
rise-of-the-east,ROU,2045,1,70283
rise-of-the-east,ROU,2045,2,88383
rise-of-the-east,ROU,2045,3,370393
rise-of-the-east,ROU,2045,4,2696574
rise-of-the-east,ROU,2045,5,7625801
rise-of-the-east,ROU,2045,6,5604215
rise-of-the-east,ROU,2050,1,68230
rise-of-the-east,ROU,2050,2,77639
rise-of-the-east,ROU,2050,3,313620
rise-of-the-east,ROU,2050,4,2342293
rise-of-the-east,ROU,2050,5,7293564
rise-of-the-east,ROU,2050,6,5750150
rise-of-the-east,SVK,2020,1,579188
rise-of-the-east,SVK,2020,2,12651
rise-of-the-east,SVK,2020,3,37617
rise-of-the-east,SVK,2020,4,712310
rise-of-the-east,SVK,2020,5,2942186
rise-of-the-east,SVK,2020,6,1040705
rise-of-the-east,SVK,2025,1,308989
rise-of-the-east,SVK,2025,2,14108
rise-of-the-east,SVK,2025,3,33485
rise-of-the-east,SVK,2025,4,675150
rise-of-the-east,SVK,2025,5,3087776
rise-of-the-east,SVK,2025,6,1189262
rise-of-the-east,SVK,2030,1,30696
rise-of-the-east,SVK,2030,2,15269
rise-of-the-east,SVK,2030,3,35015
rise-of-the-east,SVK,2030,4,624163
rise-of-the-east,SVK,2030,5,3206490
rise-of-the-east,SVK,2030,6,1351591
rise-of-the-east,SVK,2035,1,34289
rise-of-the-east,SVK,2035,2,16510
rise-of-the-east,SVK,2035,3,35177
rise-of-the-east,SVK,2035,4,546495
rise-of-the-east,SVK,2035,5,3134293
rise-of-the-east,SVK,2035,6,1430674
rise-of-the-east,SVK,2040,1,38305
rise-of-the-east,SVK,2040,2,17774
rise-of-the-east,SVK,2040,3,34724
rise-of-the-east,SVK,2040,4,476516
rise-of-the-east,SVK,2040,5,3041093
rise-of-the-east,SVK,2040,6,1511518
rise-of-the-east,SVK,2045,1,41044
rise-of-the-east,SVK,2045,2,19503
rise-of-the-east,SVK,2045,3,35161
rise-of-the-east,SVK,2045,4,412569
rise-of-the-east,SVK,2045,5,2931832
rise-of-the-east,SVK,2045,6,1597429
rise-of-the-east,SVK,2050,1,43519
rise-of-the-east,SVK,2050,2,20984
rise-of-the-east,SVK,2050,3,35780
rise-of-the-east,SVK,2050,4,362030
rise-of-the-east,SVK,2050,5,2807748
rise-of-the-east,SVK,2050,6,1679831
rise-of-the-east,SVN,2020,1,223163
rise-of-the-east,SVN,2020,2,12768
rise-of-the-east,SVN,2020,3,73674
rise-of-the-east,SVN,2020,4,368098
rise-of-the-east,SVN,2020,5,961247
rise-of-the-east,SVN,2020,6,441635
rise-of-the-east,SVN,2025,1,122753
rise-of-the-east,SVN,2025,2,14205
rise-of-the-east,SVN,2025,3,62850
rise-of-the-east,SVN,2025,4,369533
rise-of-the-east,SVN,2025,5,1021286
rise-of-the-east,SVN,2025,6,500966
rise-of-the-east,SVN,2030,1,13445
rise-of-the-east,SVN,2030,2,15440
rise-of-the-east,SVN,2030,3,54006
rise-of-the-east,SVN,2030,4,350198
rise-of-the-east,SVN,2030,5,1085705
rise-of-the-east,SVN,2030,6,576005
rise-of-the-east,SVN,2035,1,13815
rise-of-the-east,SVN,2035,2,16911
rise-of-the-east,SVN,2035,3,46682
rise-of-the-east,SVN,2035,4,314414
rise-of-the-east,SVN,2035,5,1087678
rise-of-the-east,SVN,2035,6,616990
rise-of-the-east,SVN,2040,1,15941
rise-of-the-east,SVN,2040,2,18447
rise-of-the-east,SVN,2040,3,41499
rise-of-the-east,SVN,2040,4,277387
rise-of-the-east,SVN,2040,5,1081405
rise-of-the-east,SVN,2040,6,665141
rise-of-the-east,SVN,2045,1,17669
rise-of-the-east,SVN,2045,2,20610
rise-of-the-east,SVN,2045,3,38606
rise-of-the-east,SVN,2045,4,245164
rise-of-the-east,SVN,2045,5,1065449
rise-of-the-east,SVN,2045,6,719648
rise-of-the-east,SVN,2050,1,19323
rise-of-the-east,SVN,2050,2,22522
rise-of-the-east,SVN,2050,3,36751
rise-of-the-east,SVN,2050,4,220069
rise-of-the-east,SVN,2050,5,1042180
rise-of-the-east,SVN,2050,6,774498
rise-of-the-east,SWE,2020,1,1272895
rise-of-the-east,SWE,2020,2,52361
rise-of-the-east,SWE,2020,3,709654
rise-of-the-east,SWE,2020,4,1267120
rise-of-the-east,SWE,2020,5,3380797
rise-of-the-east,SWE,2020,6,3002186
rise-of-the-east,SWE,2025,1,743745
rise-of-the-east,SWE,2025,2,78691
rise-of-the-east,SWE,2025,3,588984
rise-of-the-east,SWE,2025,4,1453615
rise-of-the-east,SWE,2025,5,3671982
rise-of-the-east,SWE,2025,6,3481056
rise-of-the-east,SWE,2030,1,152691
rise-of-the-east,SWE,2030,2,111410
rise-of-the-east,SWE,2030,3,507029
rise-of-the-east,SWE,2030,4,1540958
rise-of-the-east,SWE,2030,5,3990291
rise-of-the-east,SWE,2030,6,4076728
rise-of-the-east,SWE,2035,1,164908
rise-of-the-east,SWE,2035,2,141658
rise-of-the-east,SWE,2035,3,428039
rise-of-the-east,SWE,2035,4,1526150
rise-of-the-east,SWE,2035,5,4086742
rise-of-the-east,SWE,2035,6,4434715
rise-of-the-east,SWE,2040,1,194147
rise-of-the-east,SWE,2040,2,170877
rise-of-the-east,SWE,2040,3,372864
rise-of-the-east,SWE,2040,4,1494401
rise-of-the-east,SWE,2040,5,4171698
rise-of-the-east,SWE,2040,6,4840736
rise-of-the-east,SWE,2045,1,216838
rise-of-the-east,SWE,2045,2,200174
rise-of-the-east,SWE,2045,3,345631
rise-of-the-east,SWE,2045,4,1457314
rise-of-the-east,SWE,2045,5,4245847
rise-of-the-east,SWE,2045,6,5314735
rise-of-the-east,SWE,2050,1,233402
rise-of-the-east,SWE,2050,2,230340
rise-of-the-east,SWE,2050,3,336956
rise-of-the-east,SWE,2050,4,1439510
rise-of-the-east,SWE,2050,5,4313681
rise-of-the-east,SWE,2050,6,5825848
ukraine-war,AUT,2015,1,1226494
ukraine-war,AUT,2015,2,30289
ukraine-war,AUT,2015,3,570983
ukraine-war,AUT,2015,4,1362863
ukraine-war,AUT,2015,5,3458357
ukraine-war,AUT,2015,6,1844569
ukraine-war,AUT,2020,1,877985
ukraine-war,AUT,2020,2,32362
ukraine-war,AUT,2020,3,470473
ukraine-war,AUT,2020,4,1303472
ukraine-war,AUT,2020,5,3758644
ukraine-war,AUT,2020,6,2184721
ukraine-war,AUT,2025,1,488026
ukraine-war,AUT,2025,2,37503
ukraine-war,AUT,2025,3,402746
ukraine-war,AUT,2025,4,1361499
ukraine-war,AUT,2025,5,3936180
ukraine-war,AUT,2025,6,2492198
ukraine-war,AUT,2030,1,65670
ukraine-war,AUT,2030,2,42924
ukraine-war,AUT,2030,3,339689
ukraine-war,AUT,2030,4,1366527
ukraine-war,AUT,2030,5,4122285
ukraine-war,AUT,2030,6,2840205
ukraine-war,AUT,2035,1,62728
ukraine-war,AUT,2035,2,46865
ukraine-war,AUT,2035,3,282241
ukraine-war,AUT,2035,4,1289229
ukraine-war,AUT,2035,5,4092924
ukraine-war,AUT,2035,6,3039370
ukraine-war,AUT,2040,1,73928
ukraine-war,AUT,2040,2,51560
ukraine-war,AUT,2040,3,242775
ukraine-war,AUT,2040,4,1193142
ukraine-war,AUT,2040,5,4033201
ukraine-war,AUT,2040,6,3256043
ukraine-war,AUT,2045,1,84828
ukraine-war,AUT,2045,2,57611
ukraine-war,AUT,2045,3,222777
ukraine-war,AUT,2045,4,1099241
ukraine-war,AUT,2045,5,3950700
ukraine-war,AUT,2045,6,3490233
ukraine-war,AUT,2050,1,95806
ukraine-war,AUT,2050,2,64687
ukraine-war,AUT,2050,3,216667
ukraine-war,AUT,2050,4,1014111
ukraine-war,AUT,2050,5,3851676
ukraine-war,AUT,2050,6,3732997
ukraine-war,BEL,2015,1,1912702
ukraine-war,BEL,2015,2,234283
ukraine-war,BEL,2015,3,1039957
ukraine-war,BEL,2015,4,2245871
ukraine-war,BEL,2015,5,2662796
ukraine-war,BEL,2015,6,2623791
ukraine-war,BEL,2020,1,1427083
ukraine-war,BEL,2020,2,212304
ukraine-war,BEL,2020,3,922863
ukraine-war,BEL,2020,4,2354725
ukraine-war,BEL,2020,5,3180945
ukraine-war,BEL,2020,6,2958528
ukraine-war,BEL,2025,1,825977
ukraine-war,BEL,2025,2,204925
ukraine-war,BEL,2025,3,855266
ukraine-war,BEL,2025,4,2282498
ukraine-war,BEL,2025,5,3761577
ukraine-war,BEL,2025,6,3468237
ukraine-war,BEL,2030,1,177146
ukraine-war,BEL,2030,2,207678
ukraine-war,BEL,2030,3,795166
ukraine-war,BEL,2030,4,2279805
ukraine-war,BEL,2030,5,4237418
ukraine-war,BEL,2030,6,4057520
ukraine-war,BEL,2035,1,183069
ukraine-war,BEL,2035,2,211117
ukraine-war,BEL,2035,3,730122
ukraine-war,BEL,2035,4,2152500
ukraine-war,BEL,2035,5,4505219
ukraine-war,BEL,2035,6,4369221
ukraine-war,BEL,2040,1,204954
ukraine-war,BEL,2040,2,221570
ukraine-war,BEL,2040,3,677011
ukraine-war,BEL,2040,4,2023879
ukraine-war,BEL,2040,5,4720762
ukraine-war,BEL,2040,6,4756492
ukraine-war,BEL,2045,1,222641
ukraine-war,BEL,2045,2,241049
ukraine-war,BEL,2045,3,642263
ukraine-war,BEL,2045,4,1897767
ukraine-war,BEL,2045,5,4925034
ukraine-war,BEL,2045,6,5199783
ukraine-war,BEL,2050,1,237398
ukraine-war,BEL,2050,2,268963
ukraine-war,BEL,2050,3,627283
ukraine-war,BEL,2050,4,1805618
ukraine-war,BEL,2050,5,5117442
ukraine-war,BEL,2050,6,5672500
ukraine-war,BGR,2015,1,998209
ukraine-war,BGR,2015,2,148504
ukraine-war,BGR,2015,3,347754
ukraine-war,BGR,2015,4,1507311
ukraine-war,BGR,2015,5,2786192
ukraine-war,BGR,2015,6,1407777
ukraine-war,BGR,2020,1,685023
ukraine-war,BGR,2020,2,112953
ukraine-war,BGR,2020,3,260422
ukraine-war,BGR,2020,4,1337309
ukraine-war,BGR,2020,5,2864118
ukraine-war,BGR,2020,6,1596308
ukraine-war,BGR,2025,1,349282
ukraine-war,BGR,2025,2,110734
ukraine-war,BGR,2025,3,248119
ukraine-war,BGR,2025,4,1208853
ukraine-war,BGR,2025,5,2916589
ukraine-war,BGR,2025,6,1682692
ukraine-war,BGR,2030,1,36733
ukraine-war,BGR,2030,2,105334
ukraine-war,BGR,2030,3,228326
ukraine-war,BGR,2030,4,1072717
ukraine-war,BGR,2030,5,2962091
ukraine-war,BGR,2030,6,1790488
ukraine-war,BGR,2035,1,38077
ukraine-war,BGR,2035,2,95877
ukraine-war,BGR,2035,3,207050
ukraine-war,BGR,2035,4,911763
ukraine-war,BGR,2035,5,2853462
ukraine-war,BGR,2035,6,1798238
ukraine-war,BGR,2040,1,38683
ukraine-war,BGR,2040,2,90601
ukraine-war,BGR,2040,3,192208
ukraine-war,BGR,2040,4,769434
ukraine-war,BGR,2040,5,2742361
ukraine-war,BGR,2040,6,1812106
ukraine-war,BGR,2045,1,38727
ukraine-war,BGR,2045,2,86345
ukraine-war,BGR,2045,3,179230
ukraine-war,BGR,2045,4,658209
ukraine-war,BGR,2045,5,2615427
ukraine-war,BGR,2045,6,1838971
ukraine-war,BGR,2050,1,38759
ukraine-war,BGR,2050,2,82763
ukraine-war,BGR,2050,3,168507
ukraine-war,BGR,2050,4,573481
ukraine-war,BGR,2050,5,2484125
ukraine-war,BGR,2050,6,1864444
ukraine-war,CYP,2015,1,138932
ukraine-war,CYP,2015,2,34186
ukraine-war,CYP,2015,3,108055
ukraine-war,CYP,2015,4,97065
ukraine-war,CYP,2015,5,234829
ukraine-war,CYP,2015,6,217508
ukraine-war,CYP,2020,1,106826
ukraine-war,CYP,2020,2,30543
ukraine-war,CYP,2020,3,99949
ukraine-war,CYP,2020,4,106611
ukraine-war,CYP,2020,5,263487
ukraine-war,CYP,2020,6,274535
ukraine-war,CYP,2025,1,65104
ukraine-war,CYP,2025,2,27613
ukraine-war,CYP,2025,3,93117
ukraine-war,CYP,2025,4,106114
ukraine-war,CYP,2025,5,302785
ukraine-war,CYP,2025,6,327165
ukraine-war,CYP,2030,1,16730
ukraine-war,CYP,2030,2,25433
ukraine-war,CYP,2030,3,85703
ukraine-war,CYP,2030,4,112426
ukraine-war,CYP,2030,5,337703
ukraine-war,CYP,2030,6,382480
ukraine-war,CYP,2035,1,17452
ukraine-war,CYP,2035,2,24283
ukraine-war,CYP,2035,3,77141
ukraine-war,CYP,2035,4,110424
ukraine-war,CYP,2035,5,355238
ukraine-war,CYP,2035,6,415322
ukraine-war,CYP,2040,1,20225
ukraine-war,CYP,2040,2,24076
ukraine-war,CYP,2040,3,69049
ukraine-war,CYP,2040,4,107463
ukraine-war,CYP,2040,5,368433
ukraine-war,CYP,2040,6,452423
ukraine-war,CYP,2045,1,22526
ukraine-war,CYP,2045,2,25462
ukraine-war,CYP,2045,3,62741
ukraine-war,CYP,2045,4,104558
ukraine-war,CYP,2045,5,379479
ukraine-war,CYP,2045,6,493957
ukraine-war,CYP,2050,1,24859
ukraine-war,CYP,2050,2,27454
ukraine-war,CYP,2050,3,58115
ukraine-war,CYP,2050,4,103079
ukraine-war,CYP,2050,5,389408
ukraine-war,CYP,2050,6,537984
ukraine-war,CZE,2015,1,1601404
ukraine-war,CZE,2015,2,42358
ukraine-war,CZE,2015,3,48622
ukraine-war,CZE,2015,4,1503153
ukraine-war,CZE,2015,5,5508317
ukraine-war,CZE,2015,6,1559398
ukraine-war,CZE,2020,1,1152279
ukraine-war,CZE,2020,2,40894
ukraine-war,CZE,2020,3,58408
ukraine-war,CZE,2020,4,1346697
ukraine-war,CZE,2020,5,5822566
ukraine-war,CZE,2020,6,1846309
ukraine-war,CZE,2025,1,583127
ukraine-war,CZE,2025,2,42570
ukraine-war,CZE,2025,3,66403
ukraine-war,CZE,2025,4,1407205
ukraine-war,CZE,2025,5,6020580
ukraine-war,CZE,2025,6,2080503
ukraine-war,CZE,2030,1,26070
ukraine-war,CZE,2030,2,42633
ukraine-war,CZE,2030,3,67985
ukraine-war,CZE,2030,4,1311219
ukraine-war,CZE,2030,5,6272842
ukraine-war,CZE,2030,6,2365523
ukraine-war,CZE,2035,1,23062
ukraine-war,CZE,2035,2,40674
ukraine-war,CZE,2035,3,64504
ukraine-war,CZE,2035,4,1146092
ukraine-war,CZE,2035,5,6141251
ukraine-war,CZE,2035,6,2526353
ukraine-war,CZE,2040,1,25343
ukraine-war,CZE,2040,2,39560
ukraine-war,CZE,2040,3,61452
ukraine-war,CZE,2040,4,993226
ukraine-war,CZE,2040,5,5991340
ukraine-war,CZE,2040,6,2698575
ukraine-war,CZE,2045,1,27549
ukraine-war,CZE,2045,2,39457
ukraine-war,CZE,2045,3,60402
ukraine-war,CZE,2045,4,860778
ukraine-war,CZE,2045,5,5825759
ukraine-war,CZE,2045,6,2886673
ukraine-war,CZE,2050,1,30143
ukraine-war,CZE,2050,2,39821
ukraine-war,CZE,2050,3,60809
ukraine-war,CZE,2050,4,771795
ukraine-war,CZE,2050,5,5630012
ukraine-war,CZE,2050,6,3068485
ukraine-war,DEU,2015,1,11186081
ukraine-war,DEU,2015,2,260805
ukraine-war,DEU,2015,3,5240054
ukraine-war,DEU,2015,4,11783728
ukraine-war,DEU,2015,5,29819093
ukraine-war,DEU,2015,6,20133597
ukraine-war,DEU,2020,1,7462996
ukraine-war,DEU,2020,2,223287
ukraine-war,DEU,2020,3,3528977
ukraine-war,DEU,2020,4,11491052
ukraine-war,DEU,2020,5,31754495
ukraine-war,DEU,2020,6,23732162
ukraine-war,DEU,2025,1,3851022
ukraine-war,DEU,2025,2,209048
ukraine-war,DEU,2025,3,4063509
ukraine-war,DEU,2025,4,10881970
ukraine-war,DEU,2025,5,32698217
ukraine-war,DEU,2025,6,26040752
ukraine-war,DEU,2030,1,280289
ukraine-war,DEU,2030,2,209551
ukraine-war,DEU,2030,3,3862063
ukraine-war,DEU,2030,4,10158229
ukraine-war,DEU,2030,5,33530120
ukraine-war,DEU,2030,6,29128458
ukraine-war,DEU,2035,1,231310
ukraine-war,DEU,2035,2,209000
ukraine-war,DEU,2035,3,3561048
ukraine-war,DEU,2035,4,9143189
ukraine-war,DEU,2035,5,32691956
ukraine-war,DEU,2035,6,30674905
ukraine-war,DEU,2040,1,266395
ukraine-war,DEU,2040,2,215869
ukraine-war,DEU,2040,3,3323284
ukraine-war,DEU,2040,4,8268863
ukraine-war,DEU,2040,5,31662909
ukraine-war,DEU,2040,6,32065332
ukraine-war,DEU,2045,1,299058
ukraine-war,DEU,2045,2,230034
ukraine-war,DEU,2045,3,3134362
ukraine-war,DEU,2045,4,7528393
ukraine-war,DEU,2045,5,30496252
ukraine-war,DEU,2045,6,33406919
ukraine-war,DEU,2050,1,330526
ukraine-war,DEU,2050,2,248818
ukraine-war,DEU,2050,3,2953628
ukraine-war,DEU,2050,4,6867935
ukraine-war,DEU,2050,5,29236846
ukraine-war,DEU,2050,6,34688053
ukraine-war,DNK,2015,1,961815
ukraine-war,DNK,2015,2,11735
ukraine-war,DNK,2015,3,48045
ukraine-war,DNK,2015,4,1482568
ukraine-war,DNK,2015,5,1762672
ukraine-war,DNK,2015,6,1143274
ukraine-war,DNK,2020,1,671207
ukraine-war,DNK,2020,2,18690
ukraine-war,DNK,2020,3,57806
ukraine-war,DNK,2020,4,1331851
ukraine-war,DNK,2020,5,1998559
ukraine-war,DNK,2020,6,1462870
ukraine-war,DNK,2025,1,357164
ukraine-war,DNK,2025,2,27422
ukraine-war,DNK,2025,3,70379
ukraine-war,DNK,2025,4,1384979
ukraine-war,DNK,2025,5,2165346
ukraine-war,DNK,2025,6,1654980
ukraine-war,DNK,2030,1,59368
ukraine-war,DNK,2030,2,37344
ukraine-war,DNK,2030,3,84251
ukraine-war,DNK,2030,4,1316366
ukraine-war,DNK,2030,5,2349331
ukraine-war,DNK,2030,6,1952218
ukraine-war,DNK,2035,1,65075
ukraine-war,DNK,2035,2,46393
ukraine-war,DNK,2035,3,92684
ukraine-war,DNK,2035,4,1217305
ukraine-war,DNK,2035,5,2392704
ukraine-war,DNK,2035,6,2137404
ukraine-war,DNK,2040,1,77417
ukraine-war,DNK,2040,2,55752
ukraine-war,DNK,2040,3,100960
ukraine-war,DNK,2040,4,1147953
ukraine-war,DNK,2040,5,2421203
ukraine-war,DNK,2040,6,2315843
ukraine-war,DNK,2045,1,88846
ukraine-war,DNK,2045,2,66324
ukraine-war,DNK,2045,3,111003
ukraine-war,DNK,2045,4,1100303
ukraine-war,DNK,2045,5,2448843
ukraine-war,DNK,2045,6,2495282
ukraine-war,DNK,2050,1,100032
ukraine-war,DNK,2050,2,78136
ukraine-war,DNK,2050,3,122472
ukraine-war,DNK,2050,4,1061744
ukraine-war,DNK,2050,5,2489535
ukraine-war,DNK,2050,6,2686886
ukraine-war,ESP,2015,1,7279847
ukraine-war,ESP,2015,2,4360969
ukraine-war,ESP,2015,3,5718424
ukraine-war,ESP,2015,4,10759801
ukraine-war,ESP,2015,5,7951482
ukraine-war,ESP,2015,6,9811871
ukraine-war,ESP,2020,1,5242489
ukraine-war,ESP,2020,2,3533272
ukraine-war,ESP,2020,3,5062930
ukraine-war,ESP,2020,4,11427871
ukraine-war,ESP,2020,5,9207686
ukraine-war,ESP,2020,6,11879331
ukraine-war,ESP,2025,1,2828380
ukraine-war,ESP,2025,2,3020548
ukraine-war,ESP,2025,3,5262007
ukraine-war,ESP,2025,4,11327739
ukraine-war,ESP,2025,5,10621148
ukraine-war,ESP,2025,6,13550230
ukraine-war,ESP,2030,1,484675
ukraine-war,ESP,2030,2,2533215
ukraine-war,ESP,2030,3,5113112
ukraine-war,ESP,2030,4,11214782
ukraine-war,ESP,2030,5,11852107
ukraine-war,ESP,2030,6,15588667
ukraine-war,ESP,2035,1,467878
ukraine-war,ESP,2035,2,2099594
ukraine-war,ESP,2035,3,4818699
ukraine-war,ESP,2035,4,10437871
ukraine-war,ESP,2035,5,12352968
ukraine-war,ESP,2035,6,16786504
ukraine-war,ESP,2040,1,495246
ukraine-war,ESP,2040,2,1757480
ukraine-war,ESP,2040,3,4493371
ukraine-war,ESP,2040,4,9588911
ukraine-war,ESP,2040,5,12731094
ukraine-war,ESP,2040,6,18080418
ukraine-war,ESP,2045,1,504514
ukraine-war,ESP,2045,2,1487907
ukraine-war,ESP,2045,3,4140476
ukraine-war,ESP,2045,4,8736284
ukraine-war,ESP,2045,5,13002356
ukraine-war,ESP,2045,6,19412663
ukraine-war,ESP,2050,1,503829
ukraine-war,ESP,2050,2,1286883
ukraine-war,ESP,2050,3,3795903
ukraine-war,ESP,2050,4,7893958
ukraine-war,ESP,2050,5,13177726
ukraine-war,ESP,2050,6,20616061
ukraine-war,EST,2015,1,209680
ukraine-war,EST,2015,2,8998
ukraine-war,EST,2015,3,64936
ukraine-war,EST,2015,4,184219
ukraine-war,EST,2015,5,439037
ukraine-war,EST,2015,6,389172
ukraine-war,EST,2020,1,157028
ukraine-war,EST,2020,2,11253
ukraine-war,EST,2020,3,50566
ukraine-war,EST,2020,4,181954
ukraine-war,EST,2020,5,461658
ukraine-war,EST,2020,6,453831
ukraine-war,EST,2025,1,84748
ukraine-war,EST,2025,2,11684
ukraine-war,EST,2025,3,52151
ukraine-war,EST,2025,4,181723
ukraine-war,EST,2025,5,485685
ukraine-war,EST,2025,6,506637
