scenario,dest,year,edu,pop
no-migration,HRV,2025,4,760240
no-migration,HRV,2025,5,2131922
no-migration,HRV,2025,6,866804
no-migration,HRV,2030,1,2592
no-migration,HRV,2030,2,19460
no-migration,HRV,2030,3,39214
no-migration,HRV,2030,4,669311
no-migration,HRV,2030,5,2259298
no-migration,HRV,2030,6,978767
no-migration,HRV,2035,1,2517
no-migration,HRV,2035,2,14195
no-migration,HRV,2035,3,29872
no-migration,HRV,2035,4,565089
no-migration,HRV,2035,5,2240539
no-migration,HRV,2035,6,1034915
no-migration,HRV,2040,1,2278
no-migration,HRV,2040,2,11154
no-migration,HRV,2040,3,23953
no-migration,HRV,2040,4,478886
no-migration,HRV,2040,5,2193377
no-migration,HRV,2040,6,1088993
no-migration,HRV,2045,1,2124
no-migration,HRV,2045,2,8998
no-migration,HRV,2045,3,19846
no-migration,HRV,2045,4,405314
no-migration,HRV,2045,5,2125630
no-migration,HRV,2045,6,1141359
no-migration,HRV,2050,1,2061
no-migration,HRV,2050,2,7295
no-migration,HRV,2050,3,16619
no-migration,HRV,2050,4,340432
no-migration,HRV,2050,5,2044143
no-migration,HRV,2050,6,1191445
no-migration,HUN,2015,1,1427902
no-migration,HUN,2015,2,53073
no-migration,HUN,2015,3,107239
no-migration,HUN,2015,4,2555672
no-migration,HUN,2015,5,3873941
no-migration,HUN,2015,6,1798468
no-migration,HUN,2020,1,952438
no-migration,HUN,2020,2,39421
no-migration,HUN,2020,3,94917
no-migration,HUN,2020,4,2150818
no-migration,HUN,2020,5,4222163
no-migration,HUN,2020,6,2137396
no-migration,HUN,2025,1,458249
no-migration,HUN,2025,2,33844
no-migration,HUN,2025,3,85490
no-migration,HUN,2025,4,1925256
no-migration,HUN,2025,5,4358613
no-migration,HUN,2025,6,2481007
no-migration,HUN,2030,1,7436
no-migration,HUN,2030,2,28262
no-migration,HUN,2030,3,71416
no-migration,HUN,2030,4,1651683
no-migration,HUN,2030,5,4496782
no-migration,HUN,2030,6,2819419
no-migration,HUN,2035,1,7293
no-migration,HUN,2035,2,22394
no-migration,HUN,2035,3,59249
no-migration,HUN,2035,4,1365871
no-migration,HUN,2035,5,4363304
no-migration,HUN,2035,6,2973507
no-migration,HUN,2040,1,6668
no-migration,HUN,2040,2,18182
no-migration,HUN,2040,3,50043
no-migration,HUN,2040,4,1141893
no-migration,HUN,2040,5,4182096
no-migration,HUN,2040,6,3098650
no-migration,HUN,2045,1,6178
no-migration,HUN,2045,2,14610
no-migration,HUN,2045,3,43342
no-migration,HUN,2045,4,961146
no-migration,HUN,2045,5,3967489
no-migration,HUN,2045,6,3203725
no-migration,HUN,2050,1,5817
no-migration,HUN,2050,2,11498
no-migration,HUN,2050,3,37801
no-migration,HUN,2050,4,811041
no-migration,HUN,2050,5,3734828
no-migration,HUN,2050,6,3291209
no-migration,IRL,2015,1,972907
no-migration,IRL,2015,2,62451
no-migration,IRL,2015,3,494985
no-migration,IRL,2015,4,744402
no-migration,IRL,2015,5,1070138
no-migration,IRL,2015,6,1146179
no-migration,IRL,2020,1,655604
no-migration,IRL,2020,2,57095
no-migration,IRL,2020,3,440896
no-migration,IRL,2020,4,750277
no-migration,IRL,2020,5,1186934
no-migration,IRL,2020,6,1599920
no-migration,IRL,2025,1,321219
no-migration,IRL,2025,2,51853
no-migration,IRL,2025,3,439494
no-migration,IRL,2025,4,760305
no-migration,IRL,2025,5,1326204
no-migration,IRL,2025,6,1960201
no-migration,IRL,2030,1,1767
no-migration,IRL,2030,2,47495
no-migration,IRL,2030,3,386542
no-migration,IRL,2030,4,739358
no-migration,IRL,2030,5,1445860
no-migration,IRL,2030,6,2383325
no-migration,IRL,2035,1,1932
no-migration,IRL,2035,2,40387
no-migration,IRL,2035,3,332959
no-migration,IRL,2035,4,688605
no-migration,IRL,2035,5,1441414
no-migration,IRL,2035,6,2630132
no-migration,IRL,2040,1,2112
no-migration,IRL,2040,2,34313
no-migration,IRL,2040,3,276650
no-migration,IRL,2040,4,626864
no-migration,IRL,2040,5,1445679
no-migration,IRL,2040,6,2874582
no-migration,IRL,2045,1,2094
no-migration,IRL,2045,2,29021
no-migration,IRL,2045,3,230189
no-migration,IRL,2045,4,569151
no-migration,IRL,2045,5,1428137
no-migration,IRL,2045,6,3115107
no-migration,IRL,2050,1,2013
no-migration,IRL,2050,2,24242
no-migration,IRL,2050,3,195629
no-migration,IRL,2050,4,514979
no-migration,IRL,2050,5,1401462
no-migration,IRL,2050,6,3328494
no-migration,ITA,2015,1,8391907
no-migration,ITA,2015,2,2512988
no-migration,ITA,2015,3,9865218
no-migration,ITA,2015,4,14821592
no-migration,ITA,2015,5,16460423
no-migration,ITA,2015,6,8437988
no-migration,ITA,2020,1,5523122
no-migration,ITA,2020,2,1938625
no-migration,ITA,2020,3,8259387
no-migration,ITA,2020,4,15089825
no-migration,ITA,2020,5,18949617
no-migration,ITA,2020,6,10142955
no-migration,ITA,2025,1,2659996
no-migration,ITA,2025,2,1483397
no-migration,ITA,2025,3,6784181
no-migration,ITA,2025,4,15097674
no-migration,ITA,2025,5,21501937
no-migration,ITA,2025,6,11478812
no-migration,ITA,2030,1,11263
no-migration,ITA,2030,2,1108185
no-migration,ITA,2030,3,5382828
no-migration,ITA,2030,4,14625741
no-migration,ITA,2030,5,23629714
no-migration,ITA,2030,6,13171500
no-migration,ITA,2035,1,11711
no-migration,ITA,2035,2,801072
no-migration,ITA,2035,3,4075089
no-migration,ITA,2035,4,13474613
no-migration,ITA,2035,5,24299212
no-migration,ITA,2035,6,14107478
no-migration,ITA,2040,1,11696
no-migration,ITA,2040,2,589108
no-migration,ITA,2040,3,2971004
no-migration,ITA,2040,4,12216462
no-migration,ITA,2040,5,24661326
no-migration,ITA,2040,6,15082097
no-migration,ITA,2045,1,11439
no-migration,ITA,2045,2,445167
no-migration,ITA,2045,3,2087900
no-migration,ITA,2045,4,10986117
no-migration,ITA,2045,5,24610391
no-migration,ITA,2045,6,16036672
no-migration,ITA,2050,1,11349
no-migration,ITA,2050,2,343057
no-migration,ITA,2050,3,1427315
no-migration,ITA,2050,4,9749435
no-migration,ITA,2050,5,24269514
no-migration,ITA,2050,6,16845280
no-migration,LTU,2015,1,425477
no-migration,LTU,2015,2,24049
no-migration,LTU,2015,3,246808
no-migration,LTU,2015,4,346640
no-migration,LTU,2015,5,733766
no-migration,LTU,2015,6,1140025
no-migration,LTU,2020,1,289757
no-migration,LTU,2020,2,19711
no-migration,LTU,2020,3,149976
no-migration,LTU,2020,4,331133
no-migration,LTU,2020,5,760361
no-migration,LTU,2020,6,1307908
no-migration,LTU,2025,1,151948
no-migration,LTU,2025,2,15554
no-migration,LTU,2025,3,132792
no-migration,LTU,2025,4,299261
no-migration,LTU,2025,5,786380
no-migration,LTU,2025,6,1420035
no-migration,LTU,2030,1,2035
no-migration,LTU,2030,2,13259
no-migration,LTU,2030,3,107694
no-migration,LTU,2030,4,286188
no-migration,LTU,2030,5,812021
no-migration,LTU,2030,6,1526460
no-migration,LTU,2035,1,2137
no-migration,LTU,2035,2,11773
no-migration,LTU,2035,3,88115
no-migration,LTU,2035,4,253628
no-migration,LTU,2035,5,791657
no-migration,LTU,2035,6,1536978
no-migration,LTU,2040,1,2105
no-migration,LTU,2040,2,11020
no-migration,LTU,2040,3,77549
no-migration,LTU,2040,4,227163
no-migration,LTU,2040,5,763658
no-migration,LTU,2040,6,1540313
no-migration,LTU,2045,1,2069
no-migration,LTU,2045,2,10558
no-migration,LTU,2045,3,68457
no-migration,LTU,2045,4,202559
no-migration,LTU,2045,5,734212
no-migration,LTU,2045,6,1544318
no-migration,LTU,2050,1,2020
no-migration,LTU,2050,2,10273
no-migration,LTU,2050,3,61611
no-migration,LTU,2050,4,180965
no-migration,LTU,2050,5,698514
no-migration,LTU,2050,6,1550590
no-migration,LUX,2015,1,93576
no-migration,LUX,2015,2,4343
no-migration,LUX,2015,3,51056
no-migration,LUX,2015,4,81489
no-migration,LUX,2015,5,160914
no-migration,LUX,2015,6,117238
no-migration,LUX,2020,1,62651
no-migration,LUX,2020,2,3845
no-migration,LUX,2020,3,46802
no-migration,LUX,2020,4,87233
no-migration,LUX,2020,5,177542
no-migration,LUX,2020,6,147562
no-migration,LUX,2025,1,32589
no-migration,LUX,2025,2,4442
no-migration,LUX,2025,3,45262
no-migration,LUX,2025,4,83496
no-migration,LUX,2025,5,201481
no-migration,LUX,2025,6,173264
no-migration,LUX,2030,1,1126
no-migration,LUX,2030,2,4418
no-migration,LUX,2030,3,41838
no-migration,LUX,2030,4,83463
no-migration,LUX,2030,5,218060
no-migration,LUX,2030,6,203328
no-migration,LUX,2035,1,1226
no-migration,LUX,2035,2,4111
no-migration,LUX,2035,3,36717
no-migration,LUX,2035,4,77502
no-migration,LUX,2035,5,220582
no-migration,LUX,2035,6,220994
no-migration,LUX,2040,1,1299
no-migration,LUX,2040,2,3885
no-migration,LUX,2040,3,31978
no-migration,LUX,2040,4,71623
no-migration,LUX,2040,5,219462
no-migration,LUX,2040,6,239097
no-migration,LUX,2045,1,1270
no-migration,LUX,2045,2,3539
no-migration,LUX,2045,3,27961
no-migration,LUX,2045,4,65924
no-migration,LUX,2045,5,215677
no-migration,LUX,2045,6,255699
no-migration,LUX,2050,1,1200
no-migration,LUX,2050,2,3173
no-migration,LUX,2050,3,24524
no-migration,LUX,2050,4,60419
no-migration,LUX,2050,5,210012
no-migration,LUX,2050,6,269273
no-migration,LVA,2015,1,297730
no-migration,LVA,2015,2,17837
no-migration,LVA,2015,3,80339
no-migration,LVA,2015,4,324085
no-migration,LVA,2015,5,669807
no-migration,LVA,2015,6,588433
no-migration,LVA,2020,1,206590
no-migration,LVA,2020,2,13237
no-migration,LVA,2020,3,52701
no-migration,LVA,2020,4,298080
no-migration,LVA,2020,5,733414
no-migration,LVA,2020,6,623785
no-migration,LVA,2025,1,101619
no-migration,LVA,2025,2,11836
no-migration,LVA,2025,3,57113
no-migration,LVA,2025,4,282998
no-migration,LVA,2025,5,757757
no-migration,LVA,2025,6,667476
no-migration,LVA,2030,1,1725
no-migration,LVA,2030,2,10633
no-migration,LVA,2030,3,50150
no-migration,LVA,2030,4,262172
no-migration,LVA,2030,5,785973
no-migration,LVA,2030,6,715684
no-migration,LVA,2035,1,1860
no-migration,LVA,2035,2,9734
no-migration,LVA,2035,3,44272
no-migration,LVA,2035,4,231024
no-migration,LVA,2035,5,767039
no-migration,LVA,2035,6,720413
no-migration,LVA,2040,1,1893
no-migration,LVA,2040,2,9218
no-migration,LVA,2040,3,40256
no-migration,LVA,2040,4,205723
no-migration,LVA,2040,5,740655
no-migration,LVA,2040,6,727976
no-migration,LVA,2045,1,1892
no-migration,LVA,2045,2,8755
no-migration,LVA,2045,3,36501
no-migration,LVA,2045,4,183659
no-migration,LVA,2045,5,710696
no-migration,LVA,2045,6,737255
no-migration,LVA,2050,1,1864
no-migration,LVA,2050,2,8306
no-migration,LVA,2050,3,34031
no-migration,LVA,2050,4,166077
no-migration,LVA,2050,5,676925
no-migration,LVA,2050,6,742860
no-migration,MLT,2015,1,62401
no-migration,MLT,2015,2,7432
no-migration,MLT,2015,3,78292
no-migration,MLT,2015,4,140499
no-migration,MLT,2015,5,70976
no-migration,MLT,2015,6,75812
no-migration,MLT,2020,1,41651
no-migration,MLT,2020,2,5045
no-migration,MLT,2020,3,67731
no-migration,MLT,2020,4,151990
no-migration,MLT,2020,5,79375
no-migration,MLT,2020,6,92920
no-migration,MLT,2025,1,21983
no-migration,MLT,2025,2,4201
no-migration,MLT,2025,3,59451
no-migration,MLT,2025,4,146851
no-migration,MLT,2025,5,95980
no-migration,MLT,2025,6,116177
no-migration,MLT,2030,1,684
no-migration,MLT,2030,2,3157
no-migration,MLT,2030,3,50291
no-migration,MLT,2030,4,146659
no-migration,MLT,2030,5,108718
no-migration,MLT,2030,6,136636
no-migration,MLT,2035,1,738
no-migration,MLT,2035,2,2280
no-migration,MLT,2035,3,40282
no-migration,MLT,2035,4,135734
no-migration,MLT,2035,5,114346
no-migration,MLT,2035,6,149736
no-migration,MLT,2040,1,782
no-migration,MLT,2040,2,1709
no-migration,MLT,2040,3,30135
no-migration,MLT,2040,4,125009
no-migration,MLT,2040,5,117177
no-migration,MLT,2040,6,161928
no-migration,MLT,2045,1,755
no-migration,MLT,2045,2,1324
no-migration,MLT,2045,3,20662
no-migration,MLT,2045,4,114453
no-migration,MLT,2045,5,118036
no-migration,MLT,2045,6,172901
no-migration,MLT,2050,1,716
no-migration,MLT,2050,2,1105
no-migration,MLT,2050,3,12833
no-migration,MLT,2050,4,103330
no-migration,MLT,2050,5,117577
no-migration,MLT,2050,6,182664
no-migration,NLD,2015,1,2825366
no-migration,NLD,2015,2,257302
no-migration,NLD,2015,3,1196463
no-migration,NLD,2015,4,3534415
no-migration,NLD,2015,5,4651004
no-migration,NLD,2015,6,4017007
no-migration,NLD,2020,1,1816693
no-migration,NLD,2020,2,231731
no-migration,NLD,2020,3,1079634
no-migration,NLD,2020,4,3335662
no-migration,NLD,2020,5,5229746
no-migration,NLD,2020,6,4937550
no-migration,NLD,2025,1,888600
no-migration,NLD,2025,2,212085
no-migration,NLD,2025,3,1147860
no-migration,NLD,2025,4,3130262
no-migration,NLD,2025,5,5747091
no-migration,NLD,2025,6,5620529
no-migration,NLD,2030,1,2433
no-migration,NLD,2030,2,191926
no-migration,NLD,2030,3,1086007
no-migration,NLD,2030,4,2941117
no-migration,NLD,2030,5,6192911
no-migration,NLD,2030,6,6419556
no-migration,NLD,2035,1,2776
no-migration,NLD,2035,2,165293
no-migration,NLD,2035,3,1003564
no-migration,NLD,2035,4,2631797
no-migration,NLD,2035,5,6233925
no-migration,NLD,2035,6,6817078
no-migration,NLD,2040,1,3070
no-migration,NLD,2040,2,142761
no-migration,NLD,2040,3,925403
no-migration,NLD,2040,4,2354758
no-migration,NLD,2040,5,6202740
no-migration,NLD,2040,6,7169990
no-migration,NLD,2045,1,3118
no-migration,NLD,2045,2,122234
no-migration,NLD,2045,3,841795
no-migration,NLD,2045,4,2088955
no-migration,NLD,2045,5,6105799
no-migration,NLD,2045,6,7510438
no-migration,NLD,2050,1,3097
no-migration,NLD,2050,2,103143
no-migration,NLD,2050,3,762600
no-migration,NLD,2050,4,1838791
no-migration,NLD,2050,5,5966037
no-migration,NLD,2050,6,7829005
no-migration,POL,2015,1,5701987
no-migration,POL,2015,2,379074
no-migration,POL,2015,3,5612105
no-migration,POL,2015,4,1532163
no-migration,POL,2015,5,17101318
no-migration,POL,2015,6,6697403
no-migration,POL,2020,1,3912909
no-migration,POL,2020,2,247849
no-migration,POL,2020,3,4372045
no-migration,POL,2020,4,1564226
no-migration,POL,2020,5,18174589
no-migration,POL,2020,6,8555586
no-migration,POL,2025,1,1935432
no-migration,POL,2025,2,164528
no-migration,POL,2025,3,3931575
no-migration,POL,2025,4,1796595
no-migration,POL,2025,5,18732524
no-migration,POL,2025,6,9887653
no-migration,POL,2030,1,2261
no-migration,POL,2030,2,107922
no-migration,POL,2030,3,3271919
no-migration,POL,2030,4,1864383
no-migration,POL,2030,5,19290911
no-migration,POL,2030,6,11332669
no-migration,POL,2035,1,2853
no-migration,POL,2035,2,71478
no-migration,POL,2035,3,2632749
no-migration,POL,2035,4,1769142
no-migration,POL,2035,5,18669298
no-migration,POL,2035,6,11995929
no-migration,POL,2040,1,3156
no-migration,POL,2040,2,51204
no-migration,POL,2040,3,2098821
no-migration,POL,2040,4,1625212
no-migration,POL,2040,5,17884825
no-migration,POL,2040,6,12637809
no-migration,POL,2045,1,3196
no-migration,POL,2045,2,38547
no-migration,POL,2045,3,1659598
no-migration,POL,2045,4,1485100
no-migration,POL,2045,5,16920254
no-migration,POL,2045,6,13259004
no-migration,POL,2050,1,3159
no-migration,POL,2050,2,29677
no-migration,POL,2050,3,1326803
no-migration,POL,2050,4,1382441
no-migration,POL,2050,5,15804270
no-migration,POL,2050,6,13814439
no-migration,PRT,2015,1,1517653
no-migration,PRT,2015,2,951748
no-migration,PRT,2015,3,3521360
no-migration,PRT,2015,4,1648950
no-migration,PRT,2015,5,1369448
no-migration,PRT,2015,6,1324863
no-migration,PRT,2020,1,977464
no-migration,PRT,2020,2,776068
no-migration,PRT,2020,3,3201376
no-migration,PRT,2020,4,1788061
no-migration,PRT,2020,5,1738838
no-migration,PRT,2020,6,1744305
no-migration,PRT,2025,1,480047
no-migration,PRT,2025,2,643088
no-migration,PRT,2025,3,2997246
no-migration,PRT,2025,4,1824265
no-migration,PRT,2025,5,2014581
no-migration,PRT,2025,6,2093418
no-migration,PRT,2030,1,32284
no-migration,PRT,2030,2,513958
no-migration,PRT,2030,3,2708862
no-migration,PRT,2030,4,1834073
no-migration,PRT,2030,5,2281880
no-migration,PRT,2030,6,2487346
no-migration,PRT,2035,1,34448
no-migration,PRT,2035,2,404274
no-migration,PRT,2035,3,2361900
no-migration,PRT,2035,4,1728485
no-migration,PRT,2035,5,2398815
no-migration,PRT,2035,6,2720909
no-migration,PRT,2040,1,34128
no-migration,PRT,2040,2,322384
no-migration,PRT,2040,3,2025155
no-migration,PRT,2040,4,1617624
no-migration,PRT,2040,5,2479177
no-migration,PRT,2040,6,2936371
no-migration,PRT,2045,1,33090
no-migration,PRT,2045,2,262755
no-migration,PRT,2045,3,1696435
no-migration,PRT,2045,4,1511694
no-migration,PRT,2045,5,2519533
no-migration,PRT,2045,6,3122959
no-migration,PRT,2050,1,32055
no-migration,PRT,2050,2,219245
no-migration,PRT,2050,3,1382601
no-migration,PRT,2050,4,1402080
no-migration,PRT,2050,5,2532579
no-migration,PRT,2050,6,3274316
no-migration,ROU,2015,1,3073963
no-migration,ROU,2015,2,336491
no-migration,ROU,2015,3,1780726
no-migration,ROU,2015,4,4763727
no-migration,ROU,2015,5,6772899
no-migration,ROU,2015,6,3114729
no-migration,ROU,2020,1,2044513
no-migration,ROU,2020,2,243072
no-migration,ROU,2020,3,1351304
no-migration,ROU,2020,4,4554484
no-migration,ROU,2020,5,7507879
no-migration,ROU,2020,6,3780599
no-migration,ROU,2025,1,1003487
no-migration,ROU,2025,2,184832
no-migration,ROU,2025,3,1047536
no-migration,ROU,2025,4,4467031
no-migration,ROU,2025,5,8000523
no-migration,ROU,2025,6,4342747
no-migration,ROU,2030,1,60269
no-migration,ROU,2030,2,147590
no-migration,ROU,2030,3,792213
no-migration,ROU,2030,4,4187706
no-migration,ROU,2030,5,8470300
no-migration,ROU,2030,6,4950161
no-migration,ROU,2035,1,65820
no-migration,ROU,2035,2,110113
no-migration,ROU,2035,3,579451
no-migration,ROU,2035,4,3697711
no-migration,ROU,2035,5,8455257
no-migration,ROU,2035,6,5253350
no-migration,ROU,2040,1,65915
no-migration,ROU,2040,2,88900
no-migration,ROU,2040,3,437595
no-migration,ROU,2040,4,3236421
no-migration,ROU,2040,5,8348851
no-migration,ROU,2040,6,5518915
no-migration,ROU,2045,1,63707
no-migration,ROU,2045,2,73886
no-migration,ROU,2045,3,346639
no-migration,ROU,2045,4,2823879
no-migration,ROU,2045,5,8131290
no-migration,ROU,2045,6,5760352
no-migration,ROU,2050,1,61287
no-migration,ROU,2050,2,61151
no-migration,ROU,2050,3,289167
no-migration,ROU,2050,4,2465044
no-migration,ROU,2050,5,7831935
no-migration,ROU,2050,6,5967585
no-migration,SVK,2015,1,841596
no-migration,SVK,2015,2,10466
no-migration,SVK,2015,3,18866
no-migration,SVK,2015,4,824930
no-migration,SVK,2015,5,2756029
no-migration,SVK,2015,6,848716
no-migration,SVK,2020,1,575330
no-migration,SVK,2020,2,7513
no-migration,SVK,2020,3,32377
no-migration,SVK,2020,4,708503
no-migration,SVK,2020,5,2949097
no-migration,SVK,2020,6,1032595
no-migration,SVK,2025,1,302901
no-migration,SVK,2025,2,6954
no-migration,SVK,2025,3,25575
no-migration,SVK,2025,4,669544
no-migration,SVK,2025,5,3098819
no-migration,SVK,2025,6,1174828
no-migration,SVK,2030,1,20502
no-migration,SVK,2030,2,6097
no-migration,SVK,2030,3,23912
no-migration,SVK,2030,4,614388
no-migration,SVK,2030,5,3219203
no-migration,SVK,2030,6,1330652
no-migration,SVK,2035,1,23658
no-migration,SVK,2035,2,5029
no-migration,SVK,2035,3,20708
no-migration,SVK,2035,4,527592
no-migration,SVK,2035,5,3141722
no-migration,SVK,2035,6,1403300
no-migration,SVK,2040,1,25817
no-migration,SVK,2040,2,4304
no-migration,SVK,2040,3,17327
no-migration,SVK,2040,4,450077
no-migration,SVK,2040,5,3037156
no-migration,SVK,2040,6,1477377
no-migration,SVK,2045,1,27068
no-migration,SVK,2045,2,3655
no-migration,SVK,2045,3,14938
no-migration,SVK,2045,4,380545
no-migration,SVK,2045,5,2912814
no-migration,SVK,2045,6,1552398
no-migration,SVK,2050,1,28122
no-migration,SVK,2050,2,3063
no-migration,SVK,2050,3,13159
no-migration,SVK,2050,4,325207
no-migration,SVK,2050,5,2770891
no-migration,SVK,2050,6,1620103
no-migration,SVN,2015,1,302868
no-migration,SVN,2015,2,9533
no-migration,SVN,2015,3,83338
no-migration,SVN,2015,4,407335
no-migration,SVN,2015,5,899492
no-migration,SVN,2015,6,339483
no-migration,SVN,2020,1,212791
no-migration,SVN,2020,2,7555
no-migration,SVN,2020,3,68297
no-migration,SVN,2020,4,362886
no-migration,SVN,2020,5,952867
no-migration,SVN,2020,6,439208
no-migration,SVN,2025,1,110074
no-migration,SVN,2025,2,6930
no-migration,SVN,2025,3,55154
no-migration,SVN,2025,4,360999
no-migration,SVN,2025,5,1001636
no-migration,SVN,2025,6,495413
no-migration,SVN,2030,1,1290
no-migration,SVN,2030,2,6114
no-migration,SVN,2030,3,43573
no-migration,SVN,2030,4,336634
no-migration,SVN,2030,5,1051785
no-migration,SVN,2030,6,564327
no-migration,SVN,2035,1,1323
no-migration,SVN,2035,2,5149
no-migration,SVN,2035,3,33452
no-migration,SVN,2035,4,293531
no-migration,SVN,2035,5,1039034
no-migration,SVN,2035,6,597545
no-migration,SVN,2040,1,1277
no-migration,SVN,2040,2,4443
no-migration,SVN,2040,3,25691
no-migration,SVN,2040,4,250133
no-migration,SVN,2040,5,1016126
no-migration,SVN,2040,6,636045
no-migration,SVN,2045,1,1236
no-migration,SVN,2045,2,3782
no-migration,SVN,2045,3,19754
no-migration,SVN,2045,4,212228
no-migration,SVN,2045,5,981483
no-migration,SVN,2045,6,676187
no-migration,SVN,2050,1,1188
no-migration,SVN,2050,2,3149
no-migration,SVN,2050,3,15057
no-migration,SVN,2050,4,181188
no-migration,SVN,2050,5,938100
no-migration,SVN,2050,6,711278
no-migration,SWE,2015,1,1682180
no-migration,SWE,2015,2,38959
no-migration,SWE,2015,3,854358
no-migration,SWE,2015,4,1183598
no-migration,SWE,2015,5,3188426
no-migration,SWE,2015,6,2421160
no-migration,SWE,2020,1,1154271
no-migration,SWE,2020,2,32659
no-migration,SWE,2020,3,681348
no-migration,SWE,2020,4,1253296
no-migration,SWE,2020,5,3354836
no-migration,SWE,2020,6,3023060
no-migration,SWE,2025,1,584748
no-migration,SWE,2025,2,31248
no-migration,SWE,2025,3,525637
no-migration,SWE,2025,4,1402264
no-migration,SWE,2025,5,3579094
no-migration,SWE,2025,6,3483827
no-migration,SWE,2030,1,1992
no-migration,SWE,2030,2,28793
